결정례일련번호,구분,문장번호,내용
16175,전문,1,사      건      2011헌마341  재판취소
16175,전문,2,청  구  인      김 ○ 진
16175,전문,3,주      문
16175,전문,4,이 사건 심판청구를 각하한다.
16175,전문,5,이      유
16175,전문,6,1.사건의 개요
16175,전문,7,가.청구인은 1959.7.24.
16175,전문,8,"육군 제3관구 고등군법회의에서 군수품부정처분의 범죄사실로 징역 1월 등의 판결을 선고받았다.청구인은 위 판결이 부당하다고 주장하며 재심을 청구하였으나 기각결정을 받았고(서울고등법원 2011.5.2.자 2010재노50 결정), 이에 위 결정에 대하여 재항고하였으나 다시 기각결정을 받았다(대법원 2011.6.14.자 2011모786 결정)."
16175,전문,9,"나.청구인은 위 대법원의 결정이 자신의 평등권 등을 침해하였다고 주장하면서, 2011.6.28."
16175,전문,10,위 대법원 결정의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
16175,전문,11,2.판 단
16175,전문,12,헌법재판소법 제68조 제1항의 헌법소원은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 청구할 수 있으나 그것이 ‘법원의 재판’인 경우에는 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우가 아닌 한 원칙적으로 헌법소원심판의 대상이 되지 아니한다(헌재 1998.7.16.
16175,전문,13,"95헌마77, 판례집 10-2, 267, 273 등)."
16175,전문,14,"살피건대, 이 사건에서 청구인이 심판대상으로 주장하는 대법원 2011.6.14.자 2011모786 결정은 법원의 재판에 해당하므로 원칙적으로 헌법소원심판의 대상이 되지 아니하고, 나아가 위 재판이 헌법재판소가 이미 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우에 해당한다고 보이지도 않는다."
16175,전문,15,3.결 론
16175,전문,16,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
16175,전문,17,2011.7.12.
