결정례일련번호,구분,문장번호,내용
10436,전문,1,헌    법    재    판    소
10436,전문,2,결                정
10436,전문,3,사    건     90 헌마 38    불기소처분에 대한 헌법소원
10436,전문,4,청 구 인     오 ○ 식 ( 吳   ○   植 )
10436,전문,5,대리인 변호사    장     희     목
10436,전문,6,피청구인     청주지방검찰청 충주지청 검사
10436,전문,7,주                문
10436,전문,8,청구인의 심판청구를 기각한다.
10436,전문,9,이                유
10436,전문,10,"1.이 사건 기록과 청구외 이 ○ 화, 연 ○ 흠에 대한 청주지방검찰청 충주지청 1989년 형제2027호 불기소사건의 기록에 의하면 아래와 같은 사실이 인정된다.가.청구인은 1988.10.8."
10436,전문,11,"피청구인에게, 위 청구외인들이 공모하여 청구인의 강제집행을 면할 목적으로 1988.7.19."
10436,전문,12,"충주시 역전동 ○○아파트 ○○동 ○○호를 허위양도하였으니, 이를 처벌해달라고 고소하였다.나.피청구인은 1989.9.5."
10436,전문,13,"위 청구외인들이 위 아파트를 허위로 양도하였다고 인정할만한 증거가 없다는 이유로 위 사건을 불기소처분하였다.다.청구인은 이에 불복, 검찰청법에 정한 절차에 따라 항고, 재항고하였으나 각 기각되자, 피청구인의 위 처분이 부당한 검찰권의 행사로서 범죄피해자인 청구인의 헌법상 보장된 기본권을 침해하였다 하여 1990.3.2."
10436,전문,14,이 사건 헌법소원심판을 청구하였다.
10436,전문,15,"2.살피건대 피청구인이 청구인의 고소사실에 대하여 현저히 정의와 형평에 반하는 수사를 하였거나 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 불기소처분의 결정에 영향을 미친 중대한 잘못이 있다고 보여지지 아니하므로, 피청구인의 불기소처분으로 말미암아 청구인의 기본권이 침해되었다고 볼 수 없다.그렇다면 청구인의 심판청구는 이유없으므로 이를 기각하기로 하여 재판관 전원의 의견일치에 따라 주문과 같이 결정한다."
10436,전문,16,1990.6.25.
10436,전문,17,재판장  재판관   조     규     광  _________________________
10436,전문,18,재판관   이     성     렬  _________________________
10436,전문,19,재판관   변     정     수  _________________________
10436,전문,20,재판관   김     진     우  _________________________
10436,전문,21,재판관   한     병     채  _________________________
10436,전문,22,재판관   이     시     윤  _________________________
10436,전문,23,재판관   최     광     률○  _________________________
10436,전문,24,재판관   김○     양     균  _________________________
10436,전문,25,재판관   김     문     희  _________________________
