결정례일련번호,구분,문장번호,내용
135996,전문,1,사      건      2009헌마144   재판취소
135996,전문,2,청  구  인      정 ○ 현
135996,전문,3,주           문
135996,전문,4,이 사건 심판청구를 각하한다.
135996,전문,5,이           유
135996,전문,6,1.사건의 개요
135996,전문,7,가.청구인은 2008.6.18.
135996,전문,8,수원지방법원에서 특정범죄가중처벌등에관한법률위반(영리약취·유인)등으로 유죄판결을 선고받고(2008고합170)이에 불복하여 서울고등법원에 항소하였으나 위 법원은 2008.10.17.
135996,전문,9,"청구인의 항소를 기각하였고(2008노1708), 이에 대하여 청구인이 대법원에 상고를 제기하였으나 동 법원은 2009.2.26."
135996,전문,10,청구인의 상고를 기각하여 판결이 확정되었다(2008도9867).
135996,전문,11,나.이에 청구인은 2009.3.6.
135996,전문,12,청구인에 대한 위 대법원 2008도9867 상고기각 판결이 부당하다는 취지로 그 취소를 구하는 이 사건 헌법소원심판청구를 하였다.2.판단
135996,전문,13,"원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
135996,전문,14,96헌마172 등 판례집9-2.842 등 참조).
135996,전문,15,그런데 청구인이 취소를 구하고 있는 청구인에 대한 위 판결은 앞에서 본 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니함이 분명하다.3.결론
135996,전문,16,그렇다면 이 사건 심판청구는 다른 점에 더 나아가 살펴볼 필요 없이 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2009.3.24.
135996,전문,17,재판장    재판관  김○      김○
135996,전문,18,──────
135996,전문,19,재판관  조○        조○
135996,전문,20,──────
135996,전문,21,재판관  목○        목○
135996,전문,22,──────
