결정례일련번호,구분,문장번호,내용
50760,전문,1,사 건 2016헌마581 재판취소
50760,전문,2,청 구 인 이 ○ 기
50760,전문,3,[주 문]
50760,전문,4,이 사건 심판청구를 각하한다.[이 유]
50760,전문,5,1.사건개요
50760,전문,6,청구인은 민사ㆍ형사ㆍ행정사건에 관한 법원의 판결들[서울중앙지방법원 2004.7.9.
50760,전문,7,"선고 2003노8418, 2003노9658(병합)판결; 서울남부지방법원 2006.7.21."
50760,전문,8,"2006노1891, 2006노651(병합)판결; 창원지방법원 2015.4.23."
50760,전문,9,선고 2015노157 판결; 창원지방법원 2016.2.16.
50760,전문,10,선고 2015구합491 판결; 창원지방법원 2016.2.16.
50760,전문,11,선고 2015구합1111 판결; 서울중앙지방법원 2014.4.8.
50760,전문,12,"2012가합102105 판결 등]로 인하여 기본권이 침해되었다고 주장하면서, 2016.7.14."
50760,전문,13,그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
50760,전문,14,2.판단
50760,전문,15,"헌법재판소법 제68조 제1항 본문에 의하면 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
50760,전문,16,96헌마172 등 참조).
50760,전문,17,"그런데 청구인이 취소를 구하고 있는 법원의 판결은 헌법재판소가 위헌으로 결정한 법령을 적용한 재판이 아니므로, 이 사건 심판청구는 법원의 재판에 대하여 헌법소원심판을 청구할 수 있는 예외적인 경우에 해당하지 아니한다."
50760,전문,18,3.결론
50760,전문,19,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
