결정례일련번호,구분,문장번호,내용
8993,전문,1,헌   법   재   판   소
8993,전문,2,결         정
8993,전문,3,사      건      2003헌마60    기소유예처분취소
8993,전문,4,청  구  인      남 ○ 숙 외 2인
8993,전문,5,복○ 변호사  고○
8993,전문,6,피청구인      서울남부지방검찰청 검사
8993,전문,7,주           문
8993,전문,8,청구인의 심판청구를 기각한다.
8993,전문,9,이           유
8993,전문,10,1.사건의 개요
8993,전문,11,이 사건 기록과 증거자료(서울지방검찰청 남부지청 2002년 형제32594호 불기소사건기록)에 의하면 다음과 같은 사실을 인정할 수 있다.가.청구인들은 청구외 김 ○ 희에 의해 2002.2.8.
8993,전문,12,"서울 강서경찰서에 폭력행위등처벌에관한법률위반죄로 고소당하였는바, 그 피의사실의 요지는 다음과 같다.청구인 남 ○ 숙은 전국금속노동조합 서울지부 ○○ 지회 총무부장, 같은 권 ○ 영은 위 지회 대의원, 같은 엄 ○ 화는 위 지회 노조원인 자인바, 청구외 전 ○ 기, 최 ○ 숙 등과 공동하여, 2002.2.5."
8993,전문,13,"18:35경  서울 강서구 염창동 242에 있는 (주)○○ 서울공장 정문 옆 ○○식당에서 위 회사 상무인 청구외 한 ○ 호가 저녁식사를 위해 음식을 주문하고 자리에 앉아 있는 것을 발견하고 식당 안으로 들어가 소리를 지르며 동인에게 달려드는 순간, 출입문 부근에서 전화를 걸던 위 회사 부장인 피해자 김○ ○ 희○ 양팔을 벌리고 가로막자 머리채와 얼굴을 움켜잡고 흔들며 아래로 잡아당기는 등으로 피해자에게 요치 2주간의 상해를 가하였다.나.피청구인은 2002.10.31."
8993,전문,14,"위 고소사건을 수사한 후 피의사실은 인정되나, 청구인들이 초범이고, 우발적 범행이며, 피해정도가 경미하고, 잘못을 깊이 뉘우치고 있고, 고소가 취소된 점 등의 정상을 참작하여 기소유예처분을 하였다.다.청구인들은 범죄혐의가 없음에도 불구하고, 피청구인이 범죄혐의를 인정하고 기소유예처분을 한 것은 검찰권의 자의적인 행사로서 이로 인하여 헌법상 보장된 청구인들의 평등권 및 행복추구권을 침해받았다고 주장하면서 위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다."
8993,전문,15,2.판 단
8993,전문,16,"살피건대, 피청구인이 청구인들에 대한 위 사건에 관하여 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 불기소처분의 결정에 영향을 미친 중대한 잘못을 저질렀다고 인정되지 아니하며, 달리 피청구인의 위 불기소처분이 헌법재판소가 관여할 정도의 자의적인 처분이라고 볼 자료도 없으므로 이로 말미암아 청구인들 주장의 기본권이 침해되었다고 볼 수 없다."
8993,전문,17,3.결 론
8993,전문,18,그렇다면 청구인들의 심판청구는 이유없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
8993,전문,19,2004.2.26.
8993,전문,20,재 판 장       재 판 관       윤   영   철 ____________________________
8993,전문,21,재 판 관       김   영   일 ____________________________
8993,전문,22,재 판 관       권        성 ____________________________
8993,전문,23,재 판 관       김   효   종 ____________________________
8993,전문,24,주 심 재 판 관       김   경   일 ____________________________
8993,전문,25,재 판 관       송   인   준 ____________________________
8993,전문,26,재 판 관       주   선   회 ____________________________
8993,전문,27,재 판 관       전   효   숙 ____________________________
