결정례일련번호,구분,문장번호,내용
146963,전문,1,사○ 건 2018헌마399 형법 제137조 위헌확인
146963,전문,2,청 구 인 박 ○ 홍
146963,전문,3,[주 문]
146963,전문,4,이 사건 심판청구를 각하한다.[이 유]
146963,전문,5,1.사건개요
146963,전문,6,"청구인은 무고 혐의로 기소되어 징역 2년의 유죄판결을 선고받았는데(수원지방법원 안산지원 2013고단1661; 수원지방법원 2017노3765; 대법원 2017도13755), 그 재판과정에서 검사가 선서를 받지 아니한 채 국립과학수사연구소 감정인에게 감정위촉을 하여 회보받은 감정서를 유죄의 증거로 제출한 행위(이하 ‘이 사건 검사의 행위’라 한다)가 형법 제137조의 위계에 의한 공무집행방해죄에 해당한다고 주장하면서 2018.3.21."
146963,전문,7,"형법 제137조의 위헌확인을 구하는 헌법소원심판을 청구하였으나, 헌법재판소에 대하여 직접 특정인의 행위가 형법의 적용을 받아야 하는 사안이라거나 그를 수사 또는 처벌하여 달라고 주장하는 헌법소원심판청구는 허용되지 않는 것으로서 부적법하다는 이유로 각하 결정을 받았다(2018헌마295)."
146963,전문,8,이에 청구인은 위 검사를 처벌하여 달라는 것이 아니라 이 사건 검사의 행위가 위헌인지 여부에 대한 전제로서 형법(1995.12.29.
146963,전문,9,"법률 제5057호로 개정된 것)제137조(이하 ‘심판대상조항’이라 한다)가 위헌이라고 주장하며, 2018.4.17."
146963,전문,10,이 사건 헌법소원심판을 청구하였다.
146963,전문,11,2.판단
146963,전문,12,"헌법소원심판은 헌법상 보장된 기본권을 침해받은 자가 청구할 수 있으므로(헌법재판소법 제68조 제1항), 헌법소원심판의 청구인은 자신의 기본권에 대한 공권력 주체의 침해 행위가 위헌적인 것임을 어느 정도 구체적으로 주장하여야 하고, 그와 같이 기본권침해의 가능성을 확인할 수 있을 정도로 구체적인 주장을 하지 않고 막연하고 모호한 주장만을 하는 경우에는 그 헌법소원심판청구는 부적법하다(헌재 2005.2.3."
146963,전문,13,2003헌마544등 참조).
146963,전문,14,"그런데 청구인은 이 사건 검사의 행위가 위헌인지 여부를 확인하는 전제로서 심판대상조항의 위헌 여부를 판단해달라고 주장하고 있을 뿐 심판대상조항으로 인한 청구인의 기본권침해 가능성을 확인할 수 있을 정도로 구체적인 주장을 하고 있지 않으므로, 이 사건 심판청구는 부적법하다고 할 것이다.3.결론"
146963,전문,15,"그렇다면 헌법재판소법 제72조 제3항 제4호에 따라 이 사건 심판청구를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
