결정례일련번호,구분,문장번호,내용
129325,전문,1,사    건      90 헌마 135 불기소처분에 대한 헌법소원
129325,전문,2,청 구 인      채 ○ 근
129325,전문,3,대리인 변호사  박○  종  호
129325,전문,4,주       문
129325,전문,5,심판청구를 기각한다.
129325,전문,6,이       유
129325,전문,7,1.이 사건 기록과 대전지방검찰청 90형제304호 사문서변조몫동 행사사건 불기소사건기록 및 관련기록인 같은 검찰청 88형제16286 불기소사건기록에 의하면 다음 사실이 인정된다.청구인은 1990.1.4.
129325,전문,8,"위 이 ○ 일을 상대로 고소를 제기하였는데, 그 고소사실의 요지는 피고소인이,"
129325,전문,9,"(가)1987.일자불상경 장소불상지에서 행사할 목적으로  검정색 볼펜을 사용하여 청구인과 청구인의 처 권 ○ 순이가 피고소인으로부터 금1,000만원을 변제받았다는 내용으로 기히 작성된 바 있던 위 3인 사이의 금1,000만원에 대한 영수증 가운데 권 ○ 순의 주소지인 ""대전시 동구 ○○동 164""의 우측여백에 ""-29""를 추가하고, 그 다음에 이어서 기재되어 있는 권 ○ 순 명의 및 영수인란에 기재된 그녀의 명의중 ""   ""자 기재를 ""  ""자로 고쳐 사실증명에 관한 영수증 1매를 변조하였고,"
129325,전문,10,"(나)같은 해 10.26.대전지방법원의 민사 제2호 법정에서 원고 채 ○ 근, 피고 이 ○ 일의 같은 법원 87가단1548 근저당권설정등기말소 청구사건의 서증으로 전항과 같이 변조한 영수증 복사본 1매를 제출하여 이를 행사하였다는 것이었다."
129325,전문,11,이 사건을 수사한 피청구인은 수사한 끝에 1990.4.6.
129325,전문,12,"불기소결정(혐의 없음)을 하였고, 청구인은 이에 불복하여 항고몫재항고를 하였으나 그것이 모두 기각되자(1990.8.3.자 재항고 기각결정이 그무렵 청구인에게 송달되었다)1990.8.22."
129325,전문,13,"헌법소원을 제기한 것이다.2.살피건대, 피청구인이 청구인의 고소사실에 대하여 현저히 정의와 형평에 반하는 수사를 하였거나 헌법의 해석몫법률의  적용 또는 증거판단에 있어서 불기소처분의 결정에 영향을 미친 중대한 잘못이 있었다고 보여지지 아니하므로  피청구인의 위 불기소처분으로 말미암아  청구인의 기본권이 침해 되었다고 보여지지 아니한다."
129325,전문,14,3.그렇다면 청구인의 이사건 심판청구는 그 이유 없으므로 이를 기각하기로 하여 주문과 같이 결정한다.
129325,전문,15,이 결정은 재판관 전원의 일치된 의견에 의한 것이다.
129325,전문,16,1990.12.26.
129325,전문,17,재판장    재  판  관    조  규  광  _______________________
129325,전문,18,재  판  관    이  성  렬  _______________________
129325,전문,19,재  판  관    변  정  수  _______________________
129325,전문,20,재  판  관    김  진  우  _______________________
129325,전문,21,재  판  관    한  병  채  _______________________
129325,전문,22,재  판  관    이  시  윤  _______________________
129325,전문,23,재  판  관    최  광  률  _______________________
129325,전문,24,재  판  관    김  양  균  _______________________
129325,전문,25,재  판  관    김  문  희  _______________________
