결정례일련번호,구분,문장번호,내용
153095,전문,1,사 건 2019헌마1178 공권력 행사 위헌확인
153095,전문,2,청 구 인 권○○○
153095,전문,3,피 청 구 인 서울동부지방검찰청 검사
153095,전문,4,[주 문]
153095,전문,5,이 사건 심판청구를 각하한다.[이 유]
153095,전문,6,1.사건개요
153095,전문,7,청구인은 2009.8.27.
153095,전문,8,서울동부지방법원에 특정범죄가중처벌등에관한법률위반(절도)의 공소사실로 기소되어 2010.2.10.
153095,전문,9,같은 법원으로부터 징역 2년을 선고받았다(2009고단2494).
153095,전문,10,"이후 청구인과 검사 쌍방이 항소하였는데, 같은 법원은 2010.8.19."
153095,전문,11,1심판결을 파기하고 피고인에게 징역 3년을 선고하였다(서울동부지방법원 2010노290).
153095,전문,12,청구인이 상고하였으나 2010.10.28.
153095,전문,13,상고가 기각되었다(대법원 2010도11686).
153095,전문,14,헌법재판소는 2015.2.26.
153095,전문,15,"특정범죄 가중처벌 등에 관한 법률 제5조의4 제1항 중 형법 제329조에 관한 부분, 같은 법률 제5조의4 제1항 중 형법 제329조의 미수죄에 관한 부분, 같은 법률 제5조의4 제4항 중 형법 제363조 가운데 형법 제362조 제1항의 ‘취득’에 관한 부분이 헌법에 위반된다고 결정하였다(2014헌가16등)."
153095,전문,16,청구인의 재심 청구에 따라 2015.6.16.
153095,전문,17,"서울동부지방법원은 위 2010노290 판결에 대하여 재심개시 결정을 하였는데(2015재노8), 피청구인이 2015.6.19."
153095,전문,18,"위 2015재노8 결정에 대하여 즉시항고를 제기하였고, 서울동부지방법원은 2015.6.28."
153095,전문,19,위 2015재노8 결정을 취소하고 재심청구를 기각하였다.청구인은 2015.7.2.
153095,전문,20,재심기각결정에 대하여 재항고하여 현재 대법원에 위 2015재노8 결정에 관한 재항고 절차의 심리가 계속 중이다(2015모2204).
153095,전문,21,청구인은 2019.4.26.
153095,전문,22,위 2010노209 판결의 취소를 구하는 헌법소원심판을 청구하였으나 재판소원으로 부적법하다는 이유로 2019.5.21.
153095,전문,23,각하결정을 받았고(헌재 2019.5.21.
153095,전문,24,"2019헌마440), 이에 청구인은 피청구인이 2015.6.19."
153095,전문,25,서울동부지방법원 2015재노8 결정에 대하여 즉시항고한 행위가 청구인의 기본권을 침해한다고 주장하며 2019.10.15.
153095,전문,26,이 사건 헌법소원심판을 청구하였다.
153095,전문,27,2.판단
153095,전문,28,"피청구인의 즉시항고 제기처분은 법원의 재판절차에 흡수되어 그 적법성에 대하여 충분한 사법적 심사를 받게 되므로 그 독자적 합헌성을 심사할 필요성이 상실된 것이어서, 검사의 즉시항고 제기 자체는 독립하여 헌법소원심판의 청구대상이 될 수 없다(헌재 1992.12.24."
153095,전문,29,90헌마158; 헌재 2011.9.29.
153095,전문,30,2010헌바66; 헌재 2012.7.26.
153095,전문,31,2011헌바268 참조).
153095,전문,32,3.결론
153095,전문,33,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
