결정례일련번호,구분,문장번호,내용
138724,전문,1,사○ 2009헌마484 재판취소
138724,전문,2,청 구 인 정 ○ 주
138724,전문,3,부산 남구 대연6동 1781-66 ○빌라 ○동 ○호
138724,전문,4,주 문
138724,전문,5,이 사건 심판청구를 각하한다.
138724,전문,6,이 유
138724,전문,7,1.사건의 개요
138724,전문,8,가.청구인은 자동차관리법위반으로 벌금 100만원을 선고받고 2008.12.8.
138724,전문,9,부산지방법원에 재심청구를 하였으나 위 법원이 2008.12.17.
138724,전문,10,"청구인의 재심청구를 기각하자(2008재고단12), 재심기각결정에 대한 즉시항고를 하였으나 2009.2.13."
138724,전문,11,"기각되었고(부산지방법원 2008로192), 대법원에 재심기각결정에 대한 재항고를 하였으나 2009.7.28."
138724,전문,12,기각되었다(대법원 2009모272).
138724,전문,13,나.이에 청구인은 2009.8.25.
138724,전문,14,위 대법원 2009모272 판결이 청구인의 기본권을 침해한다는 취지로 주장하면서 그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
138724,전문,15,2.판단
138724,전문,16,"원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
138724,전문,17,96헌마172 등).
138724,전문,18,그런데 위 재판(대법원 2009모272)은 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니하므로 그 취소를 구하는 이 사건 심판청구는 부적법하다.
138724,전문,19,3.결론
138724,전문,20,그렇다면 이 사건 심판청구는 다른 점에 더 나아가 살펴볼 필요 없이 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
138724,전문,21,2009.9.15.
138724,전문,22,재판장 재판관 이○ 이○
138724,전문,23,재판관 조○ 조○
138724,전문,24,재판관 김○ 김○
