결정례일련번호,구분,문장번호,내용
10597,전문,1,헌법재판소
10597,전문,2,결정
10597,전문,3,헌   법   재   판   소
10597,전문,4,결         정
10597,전문,5,사      건      2006헌마814    기소유예처분취소
10597,전문,6,청  구  인      권 ○ 준
10597,전문,7,대리인   법무법인 한미국제
10597,전문,8,담당변호사  황   현   대
10597,전문,9,피 청 구 인
10597,전문,10,대구지방검찰청 검사
10597,전문,11,주           문
10597,전문,12,청구인의 심판청구를 기각한다.
10597,전문,13,이           유
10597,전문,14,1.사건의 개요
10597,전문,15,가.피청구인은 2006.3.22.
10597,전문,16,"대구지방검찰청 2006년 형제14351호 청구인에 대한 야생동ㆍ식물보호법위반 사건에 관하여 기소유예처분을 하였는바, 그 범죄사실의 요지는 다음과 같다.청구인은"
10597,전문,17,2006.1.21.
10597,전문,18,17:20경 경북 고령군 다산면 소재
10597,전문,19,○○
10597,전문,20,나루터 부근 수렵금지구역인 낙동강 뚝안 하천부지에서 야생동물을 포획할 목적으로 자신의 엽총(이태리 베네리 제조 총번 F096495)1정을 사용하여 청둥오리를 향하여 실탄 2발을 발사하는 등 지정된 수렵장 밖에서 수렵행위를 한 것이다.나.2006.3.22.
10597,전문,21,피청구인은 피의사실은 인정되나 정상을 참작할 만한 사유가 있다는 이유로 기소유예의 불기소처분을 하였다.다.2006.7.10.
10597,전문,22,청구인은 위 기소유예처분으로 인하여 청구인의 평등권 등이 침해되었다고 주장하면서 이 사건 헌법소원심판을 청구하였다.2.판단
10597,전문,23,"기록을 자세히 살펴보아도 피청구인이 위 사건에 관하여 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 기소유예처분의 결정에 영향을 미친 중대한 잘못을 하였다고 보이지 아니하며, 달리 피청구인의 위 처분이 헌법재판소가 관여할 정도의 자의적인 처분이라고 볼 자료도 없으므로 이로 말미암아 청구인 주장의 기본권이 침해되었다고 볼 수 없다.그렇다면 청구인의 심판청구는 이유없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2006.10.26."
