결정례일련번호,구분,문장번호,내용
24191,전문,1,교도소내 부당처우행위 위헌확인사건      2013헌마390  교도소내 부당처우행위 위헌확인
24191,전문,2,청구인      이 ○ 하
24191,전문,3,[주문]
24191,전문,4,이 사건 심판청구를 각하한다.
24191,전문,5,[이유]
24191,전문,6,1.사건의 개요
24191,전문,7,"청구인은 2012년 7월경 부산구치소에 수감된 자로서, 왼쪽 무릎 퇴행성관절염 증상이 심해져 2012년 8월경 구치소 측에 외부 의료기관의 진료와 가벼운 운동화 착용을 허가하여 줄 것을 신청하였으나 구치소 측에서 이를 받아들이지 아니하자, 이러한 처우가 청구인의 기본권을 침해한다고 주장하며 2013.6.3."
24191,전문,8,이 사건 헌법소원심판을 청구하였다.
24191,전문,9,2.판단
24191,전문,10,"헌법소원심판은 그 사유가 있음을 안 날부터 90일 이내에, 그 사유가 있은 날부터 1년 이내에 청구하여야 한다(헌법재판소법 제69조 제1항)."
24191,전문,11,"그런데 기록에 의하면, 부산구치소 측이 청구인의 외부 의료기관 진료요청과 운동화 착용허가요청을 받아들이지 않은 것은 2012년 8월 내지 9월경이며, 청구인이 2012년 10월경 가벼운 운동화 착용이 필요하다는 소견서를 제출하였으나 받아들여지지 아니한 사실도 있었으므로, 청구인은 그 당시에 이미 기본권침해사유가 발생하였음을 알았다고 할 것인바, 그로부터 90일이 경과하여 청구된 이 사건 헌법소원심판청구는 그 청구기간을 도과하여 부적법하다."
24191,전문,12,3.결론
24191,전문,13,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
24191,전문,14,2013.6.18.
