결정례일련번호,구분,문장번호,내용
12487,전문,1,기소유예처분취소
12487,전문,2,(전원재판부 2003.8.21.
12487,전문,3,2003헌마247)
12487,전문,4,【당 사 자】
12487,전문,5,청 구 인 1.한 ○ 수
12487,전문,6,2.이 ○ 숙
12487,전문,7,"청구인들 대리인 변호사 구성진, 박○"
12487,전문,8,피청구인 대전검찰청 홍성지청 검사
12487,전문,9,【주 문】
12487,전문,10,청구인들의 심판청구를 기각한다.
12487,전문,11,【이 유】
12487,전문,12,1.사건의 개요
12487,전문,13,이 사건 기록과 증거자료(대전지방검찰청 홍○ 2003년 형제1907호 불기소사건기록)에 의하면 다음과 같은 사실을 인정할 수 있다.가.청구인들은 2003.1.15.
12487,전문,14,"충남 예산경찰서에 음반·비디오물및게임물에관한법률위반죄로 입건되었는데, 그 피의사실의 요지는 다음과 같다.청구인 한 ○ 수는 충남 예산읍 소재에 있는 ○○노래방의 등록명의자, 청구인 이 ○ 숙은 위 한 ○ 수의 처로서 위 노래방의 실제운영자인바, 노래연습장을 운영하는 자로서는 손님에게 접대부를 알선하는 행위를 하여서는 아니됨에도 불구하고,"
12487,전문,15,(1)청구인 이 ○ 숙○ 2003.1.9.
12487,전문,16,"21:00경 위 노래방 9호실에서 노래를 부르던 청구외 노 ○ 래로부터 금 2만원을 받고 다방 종업원인 청구외 최 ○ 주를 접대부로 알선하고,"
12487,전문,17,"(2)청구인 한 ○ 수는 위 일시, 장소에서 청구인의 대리인 위 이 ○ 숙이 청구인의 업무에 관하여 위와 같은 위반행위를 하도록 한 것이다.나.피청구인은 2003.2.25."
12487,전문,18,"위와 같은 피의사실을 인정하면서, 청구인들에게 범죄전력이 없고, 그 입건 경위에 있어 참작할 바가 있는 점 등을 들어 각 기소유예처분을 하였다.다.청구인들은 2003.3.29."
12487,전문,19,위 기소유예처분으로 인하여 자신들의 평등권 등이 침해되었다고 주장하면서 그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
12487,전문,20,2.판단
12487,전문,21,"기록을 자세히 살펴보아도 피청구인이 현저히 정의와 형평에 반하는 수사를 하였거나 증거의 취사선택 및 가치판단 그리고 헌법의 해석과 법률의 적용에 있어 불기소처분의 결정에 영향을 미친 중대한 잘못을 범하였다고 보여지지 아니하며, 달리 피청구인의 위 기소유예처분이 헌법재판소가 관여할 만큼의 자의적인 처분이라고 볼 자료도 없으므로, 그로 인하여 청구인들의 헌법상 보장된 기본권이 침해되었다고 할 수 없다."
12487,전문,22,3.결론
12487,전문,23,따라서 청구인들의 심판청구는 이유없으므로 이를 기각하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
12487,전문,24,2003.8.21.
12487,전문,25,재 판 장 재 판 관 윤 영 철
12487,전문,26,재 판 관 한 대 현
12487,전문,27,재 판 관 권 성
12487,전문,28,재 판 관 김 효 종
12487,전문,29,재 판 관 김 경 일
12487,전문,30,주 심 재 판 관 송 인 준
12487,전문,31,재 판 관 주 선 회
