결정례일련번호,구분,문장번호,내용
136100,전문,1,사      건      2009헌○  재판취소(재심)청  구  인      하 ○ 자
136100,전문,2,주           문
136100,전문,3,이 사건 심판청구를 각하한다.
136100,전문,4,이           유
136100,전문,5,1.사건의 개요
136100,전문,6,"가.청구인은 1980년대 중반부터 부산 중구 ○○동에서 노점상을 하던 자로서 상해죄 등으로 여러 차례 벌금형을 선고받아 그 형이 확정된 사실{부산지방법원 86고약11953(벌금 10만원)[86형제31767호], 부산지방법원 92고단4225(벌금 30만원)[92형제34735호], 부산지방법원 96고단2673, 3067(병합)(벌금 50만원)[93형제12276호, 95형제92389호]}이 있고, 그 외에 부산지방검찰청에서 96형제2485호 폭력행위등처벌에관한법률위반죄로 기소유예처분을 받은 사실이 있다.나.청구인은 또한 부산 남구 ○○동 132.6㎡의 663/1326 지분과 그 지상 건물인 블록조 스레트기와지붕 단층주택 건평 26.45㎡에 대하여 임의경매 신청을 한 사실이 있는데, 위 대지에 대해서는 1993.7.17."
136100,전문,7,"경락허가결정(부산지방법원 93타경8503)을 받았으나, 위 건물에 대해서는 건물이 멸실되었다 하여 경매절차가 취소되는 등의 이유로(부산지방법원 93타경8503, 94타경21817, 97타경8355)경락을 받지 못하였다.다.청구인은 2005.4.30."
136100,전문,8,"위 형사재판 확정판결과 기소유예 처분이 모두 무효임을 확인할 것 및 위 경락허가결정에 따라 경락받은 건물을 청구인에게 이전등기하여 줄 것을 청구취지로 하여 헌법소원심판을 청구하였는바, 헌법재판소는 2005.5.17."
136100,전문,9,청구기간 도과 및 헌법소원의 대상성을 결하였다는 이유로 각하결정을 하였다(2005헌마455).
136100,전문,10,청구인은 그 후 2008.8.5.
136100,전문,11,"동일한 청구취지로 헌법소원심판을 제기하였고, 헌법재판소는 2008.8.26."
136100,전문,12,이는 위 각하결정에 대한 단순한 불복소원이므로 부적법하다는 이유로 각하결정을 하였다(2008헌마515).
136100,전문,13,라.이에 청구인은 2009.3.4.
136100,전문,14,위 2008헌마515 결정의 취소를 구하는 이 사건 재심을 청구하였다.2.판단
136100,전문,15,"헌법재판소법 제39조의 규정에 의하면 헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없으므로, 헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용될 수 없다(헌재 1994.12.29."
136100,전문,16,"92헌아1 판례집 6-2, 538, 541 등 참조)."
136100,전문,17,이 사건에서 청구인은 위 2008헌마515 사건에서와 같은 주장을 되풀이하고 있을 뿐 달리 어떠한 재심사유도 주장하고 있지 않아 단순한 불복소원에 불과하므로 청구인의 재심청구는 더 나아가 살펴볼 필요 없이 부적법하다.그렇다면 이 사건 재심청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
136100,전문,18,2009.3.17.
136100,전문,19,재판장    재판관  김○      김○
136100,전문,20,──────
136100,전문,21,재판관  이○        이○
136100,전문,22,──────
136100,전문,23,재판관  송○        송○
136100,전문,24,──────
