결정례일련번호,구분,문장번호,내용
23755,전문,1,사건      2013헌바124  형사소송법 위헌소원
23755,전문,2,청구인      권 ○ 현
23755,전문,3,당해사건      인천지방법원 2012고합1299·2013고합211(병합)
23755,전문,4,[주문]
23755,전문,5,이 사건 심판청구를 각하한다.
23755,전문,6,[이유]
23755,전문,7,1.사건개요
23755,전문,8,"가.청구인은 인천지방법원에서 특정범죄 가중처벌등에 관한 법률위반(절도)죄 등으로 재판계속 중[인천지방법원 2012고합1299·2013고합211(병합)], 청구인의 검사 및 변호인에 대한 증인신청이 불허되고, CCTV 영상물이 증거로 채택되자 형사소송법 조항(특정하지 않음)이 청구인의 기본권을 침해한다고 주장하면서 2013.4.26."
23755,전문,9,인천지방법원에 위헌법률심판제청신청을 하였다.
23755,전문,10,나.청구인은 2013.5.1.
23755,전문,11,"인천지방법원에서 위 신청사건의 재판계속 중(인천지방법원 2013초기1013), 헌법재판소법 제68조 제2항에 따라 형사소송법 조항의 위헌확인을 구하는 취지의 이 사건 헌법소원심판을 청구하였다."
23755,전문,12,2.판단
23755,전문,13,"헌법재판소법 제68조 제2항의 헌법소원은 청구인의 위헌법률심판 제청신청이 기각된 경우, 그 결정을 통지받은 날로부터 30일 이내에 청구하여야 한다(헌법재판소법 제68조 제2항, 제69조 제2항)."
23755,전문,14,"그런데 청구인은 위헌법률심판 제청신청사건의 재판계속 중에 이 사건 헌법소원 심판청구를 제기하였는바, 위 절차를 지키지 아니하였고 그 흠결을 보정할 수도 없으므로, 이 사건 심판청구는 부적법하다."
23755,전문,15,3.결론
23755,전문,16,그러므로 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
23755,전문,17,2013.5.21.
