결정례일련번호,구분,문장번호,내용
153077,전문,1,사 건 2019헌마1139 교도소 내 보호장비 사용요건 위헌확인
153077,전문,2,청 구 인 김○○○
153077,전문,3,[주 문]
153077,전문,4,이 사건 심판청구를 각하한다.[이 유]
153077,전문,5,1.사건개요
153077,전문,6,"청구인은 ○○교도소에 수용 중인 사람으로서, ‘형의 집행 및 수용자의 처우에 관한 법률’ 제97조 제1항은 교도관이 일정한 경우 수용자에게 보호장비를 사용할 수 있도록 규정하고 있는데, 위 법률조항은 보호장비 사용요건을 분명하게 규정하지 아니하여 교정시설 내에서는 보호장비의 사용이 징벌의 수단으로 사용되고 있다고 주장하면서, 2019.10.8."
153077,전문,7,위 법률조항에 대한 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
153077,전문,8,2.판단
153077,전문,9,"헌법소원의 경우 원칙적으로 공권력의 행사 또는 불행사의 직접적인 상대방만이 자기관련성이 인정되고, 공권력의 작용에 단지 간접적이거나 사실적 또는 경제적인 이해관계가 있을 뿐인 제3자인 경우에는 자기관련성이 인정되지 않는다(헌재 2014.7.24."
153077,전문,10,2012헌마180).
153077,전문,11,"그런데 청구인은 교정시설 내에서 보호장비 사용이 징벌의 수단으로 사용되고 있어 이 사건 헌법소원심판을 청구한다고 주장하고 있으며, 기록을 살펴보아도 청구인 스스로 심판대상조항에 따라 위와 같은 불이익을 받았다는 사실을 인정할 만한 아무런 자료가 없다.따라서 이 사건 심판청구는 기본권침해의 자기관련성을 갖추지 못하여 부적법하다."
153077,전문,12,3.결론
153077,전문,13,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
