결정례일련번호,구분,문장번호,내용
4529,전문,1,헌    법    재    판    소
4529,전문,2,결        정
4529,전문,3,사    건     90헌마131   검사의 공소권행사에 관한 헌법소원
4529,전문,4,청 구 인     정 ○ 양
4529,전문,5,대리인 변호사   김○   형   삼
4529,전문,6,피청구인     춘천지방검찰청 영월지청 검사
4529,전문,7,주        문
4529,전문,8,청구인의 심판청구를 기각한다.이        유
4529,전문,9,1.이 사건 기록과 청구외 황 ○ 복에 대한 춘천지방검찰청 영월지청 89
4529,전문,10,형제1377호 위증피의사건의 불기소기록에 의하면 다음과 같은 사실이 인정
4529,전문,11,된다.가.청구인은 1988.3.11.
4529,전문,12,춘천지방검찰청 영월지청에 황 ○ 복을 상
4529,전문,13,대로 고소를 제기하였는데 고소의 요지는 다음과 같다.(1)청구인은 청구인의 처인 배 ○ 옥을 대리하여 황 ○ 복○게 1972.12.18.
4529,전문,14,강원도 정선군 사북읍 ○○리 106의 5 소재 대지 55평을 13만원에
4529,전문,15,"매도하였고, 1973.9.13."
4529,전문,16,같은 리 106의 6 소재 대지 39평을 15만원에 약
4529,전문,17,정하여 위의 106의 5 대지와 함께 소유권 이전등기는 해주되 같은 달 25.까
4529,전문,18,"지 대금(15만원)완불치 않을 때에는 소유권을 반환받기로 특약을 하였고,"
4529,전문,19,같은 리○ 85의 5 대지 35평에 대하여서는 이를 매도한 사실이 전혀 없으며
4529,전문,20,위 대지(2필지)매도에 있어서도 계약서를 작성한 사실이 없다.(2)그런데 황 ○ 복은 위 106의 6 대지대금 15만원을 지불하지 않은
4529,전문,21,채 자신명의로 등기가 되어 있음을 기화로 1982.12.13.
4529,전문,22,박○ ○ 신에게 매도
4529,전문,23,하여 소유권 이전등기까지 해주었기 때문에 배 ○ 옥이 황 ○ 복을 상대로 손해
4529,전문,24,배상청구소송(춘천지방법원 영월지원 83가단110)을 하였고 이 소송에서 청
4529,전문,25,구○ 1984.9.19.
4529,전문,26,14:00 위 법정에서 증인으로 출석하여 (1)과 같은 내
4529,전문,27,용의 증언을 하였다.(위 민사소송은 1985.2.6.
4529,전문,28,동 지원에서 원고패소판결
4529,전문,29,이 선고되었고 1986.9.26.
4529,전문,30,항소심인 춘천지방법원 제1민사부에서 피고가
4529,전문,31,"원고에게 4,760,000원을 지급하기로 하는 법정화해로 사건이 종결되었다.)"
4529,전문,32,(3)청구인은 청구인의 위 증언이 위증이 되어 1986.10.8.
4529,전문,33,서울
4529,전문,34,지방법원 남부지원(85고단4659 위증사건)에서 징역 10월에 2년간 집행유예
4529,전문,35,선고를 받았고 항소하였으나 1987.8.7.
4529,전문,36,서울형사지방법원(86노7584 위증
4529,전문,37,사건)에서 항소기각되고 다시 상고하였으나 1987.11.24.
4529,전문,38,대법원에서 상고
4529,전문,39,기각확정되었다.(4)그런데 청구인이 위증의 유죄판결을 받은 것은 황 ○ 복이 제1심
4529,전문,40,"과 제2심에서 위증을 하였기 때문이다.즉,  (가)1986.2.26."
4529,전문,41,14:00 서
4529,전문,42,"울지방법원 남부지원(85고단4659 위증사건)에서 증언함에 있어서 ""1972.11.5."
4529,전문,43,"강원 정선군 사북읍 ○○리 106의 5 대지 55평, 동리 106의 6 대지 39평,"
4529,전문,44,"동리 85의 5 대지 35평을 피고인(정○)의 처 배 ○ 옥으로부터 140,000원에"
4529,전문,45,"매수하였다.대금 80,000원은 동년 12.18.지급하고 50,000원은 동년 12.31.피고인이 김○ ○ 락에게 지불해야할 채무금을 인수하였고 10,000원은 양○"
