결정례일련번호,구분,문장번호,내용
181451,전문,1,【당 사 자】
181451,전문,2,사		건	2023헌마458    형의 집행 및 수용자의 처우에 관한 법률 제26조 제1항 등 위헌확인
181451,전문,3,청	구	인	류○○○
181451,전문,4,결	정	일	2023.4.4.
181451,전문,5,【주 문】
181451,전문,6,이 사건 심판청구를 각하한다.【이 유】
181451,전문,7,청구인은 ○○교도소에 수용 중인 사람이다.청구인은 2023.3.15.
181451,전문,8,"안경구입신청을 하여 햇빛 차단용으로 햇빛 투과 시 검정색으로 변하는 변색렌즈를 구매하고자 하였으나 거부당하자, 수용자의 소지 물품 범위에 관하여 법무부장관이 정하도록 규정한 ‘형의 집행 및 수용자의 처우에 관한 법률’ 제26조 제1항 및 전달 허가금품의 범위를 법무부령으로 정하도록 한 ‘형의 집행 및 수용자의 처우에 관한 법률 시행령’ 제42조 제2항(이하 위 법률조항과 합하여 ‘심판대상조항’이라 한다)이 헌법에 위반된다고 주장하면서 2023.3.28."
181451,전문,9,"이 사건 헌법소원심판을 청구하였다.청구인은 □□교도소에 수용 중이던 2022.1.12.에도 청구인의 가족이 보내준 안경이 지급금지물품에 해당한다는 이유로 지급불허처분을 받았으므로 같은 날 심판대상조항에 의한 기본권 침해사유가 발생하였는데, 이 사건 심판청구는 그로부터 1년이 지난 뒤 접수되어 청구기간이 도과되었다.그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
181451,전문,10,"재판장,이○,이○,문○"
