결정례일련번호,구분,문장번호,내용
43076,전문,1,사○ 2014헌마1173 재판취소
43076,전문,2,청 구 인 강 ○ 일
43076,전문,3,[주 문]
43076,전문,4,이 사건 심판청구를 모두 각하한다.[이 유]
43076,전문,5,1.사건 개요
43076,전문,6,청구인은 2013.12.24.
43076,전문,7,"강제추행죄로 징역 6월의 형 및 3년간 위치추적 전자장치의 부착을 선고받고{서울중앙지방법원 2013고합857, 2013전고38(병합)}, 이에 항소 및 상고하였으나 모두 기각되어 그 형이 확정되었다{서울고등법원 2014.4.4."
43076,전문,8,"선고 2014노100, 2014전노13(병합), 대법원 2014.9.25."
43076,전문,9,"선고 2014도4853, 2014전도90(병합)}."
43076,전문,10,청구인은 2014.12.26.
43076,전문,11,위 법원의 판결들이 자신의 기본권을 침해한다고 주장하면서 각 그 취소를 구하는 취지의 이 사건 헌법소원심판을 청구하였다.
43076,전문,12,2.판단
43076,전문,13,"헌법재판소법 제68조 제1항 본문에 의하면 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있는바(헌재 1997.12.24."
43076,전문,14,"96헌마172등 참조), 위 법원의 판결들은 헌법소원의 대상이 되는 예외적인 법원의 재판에 해당하지 아니하므로, 각 그 취소를 구하는 헌법소원심판청구도 허용될 수 없다."
43076,전문,15,3.결론
43076,전문,16,그렇다면 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제1호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
