결정례일련번호,구분,문장번호,내용
151042,전문,1,사○ 2019헌마410 재판취소
151042,전문,2,청 구 인 강○○○
151042,전문,3,[주 문]
151042,전문,4,이 사건 심판청구를 각하한다.[이 유]
151042,전문,5,"청구인은 대법원 2016도8689, 2016전도102(병합)판결에 대하여 여러 차례 헌법소원심판을 제기(헌재 2016.11.15."
151042,전문,6,2016헌마940; 헌재 2016.12.13.
151042,전문,7,2016헌마1023; 헌재 2017.12.5.
151042,전문,8,"2017헌마1275)하였다가 모두 헌법소원심판의 대상이 되지 않는 법원의 재판에 대한 심판청구라는 이유 등으로 각하되었고, 2019.4.18."
151042,전문,9,"다시 위 판결의 취소를 구하는 이 사건 헌법소원심판을 청구하였는바, 이는 동일한 심판대상에 대한 계속적ㆍ반복적 청구로서 헌법소원심판 청구권의 남용에 해당한다(헌재 2018.10.11."
151042,전문,10,2018헌마933; 헌재 2018.12.10.
151042,전문,11,2018헌바480 등 참조).
151042,전문,12,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
