결정례일련번호,구분,문장번호,내용
53671,전문,1,사○ 2016헌마1078 형사소송법 제260조 제1항 위헌확인
53671,전문,2,청 구 인 진 ○ 현
53671,전문,3,[주 문]
53671,전문,4,이 사건 심판청구를 각하한다.[이 유]
53671,전문,5,1.사건개요
53671,전문,6,청구인은 2016.9.22.
53671,전문,7,"자신의 고소 사건에 관한 불기소처분들(창원지방검찰청 2016년 형제21084호, 2016년 형제21085호, 2016년 형제22251호, 이하 ‘이 사건 불기소처분들’이라 한다)에 대하여 재정신청을 하였으나 2016.10.경 모두 기각되었고[부산고등법원 (창원)2016초재332, (창원)2016초재333, (창원)2016초재334], 2016.11.18."
53671,전문,8,이 사건 불기소처분들의 취소를 구하는 헌법소원심판을 청구하였으나 2016.11.29.
53671,전문,9,각하되었다(2016헌마987).
53671,전문,10,"이에 청구인은 형사소송법 제260조 제1항(이하 ‘심판대상조항’이라 한다)으로 인해 이 사건 불기소처분들에 대해 헌법소원심판을 청구할 수 없게 되었다고 주장하면서, 2016.12.13."
53671,전문,11,심판대상조항의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
53671,전문,12,2.판단
53671,전문,13,"헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구하기 위해서는 ‘공권력의 행사 또는 불행사로 인한 기본권침해의 가능성’이 있어야 한다.심판대상조항은 고소권자로서 고소한 자로 하여금 검사로부터 불기소처분을 받은 경우 재정신청을 제기할 수 있도록 허용하는 조항일 뿐, 헌법소원심판 청구를 허용하거나 제한하는 것에 관한 조항이 아니므로, 심판대상조항으로 인해 청구인이 주장하는 헌법소원심판 청구의 가능 여부에 관한 평등권 등 기본권이 침해될 가능성이 인정되지 아니한다."
53671,전문,14,3.결론
53671,전문,15,이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하한다.
