결정례일련번호,구분,문장번호,내용
148924,전문,1,사 건 2001헌아7 기소유예처분취소(재심)청 구 인 이 ○ 호
148924,전문,2,피청구인 서울지방검찰청 북부지청 검사
148924,전문,3,[주 문]
148924,전문,4,이 사건 심판청구를 각하한다.[이 유]
148924,전문,5,1.사건의 개요
148924,전문,6,가.청구인은 2000.11.17.
148924,전문,7,"우리 재판소에 기소유예처분취소를 구하는 헌법소원심판(2000헌마719)을 청구한 바 있으나, 우리 재판소는, 청구인이 위 기소유예처분이 있음을 안 날이 늦어도 1999.3.30.이라 적법히 인정한 다음, 이에 대하여 2000.11.30."
148924,전문,8,청구기간도과를 이유로 각하였다.
148924,전문,9,"나.이에, 청구인은 2001.3.3."
148924,전문,10,"위 청구기간도과는, 청구인이 다른 사건으로 1999.4.29.부터 같은 해 8.20.까지 구속ㆍ수감되어 있는 불가항력적인 사정에 기인한 것이라고 주장하면서 이 사건 심판을 청구하였다."
148924,전문,11,2.판 단
148924,전문,12,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없으며 (헌법재판소법 제39조), 또 헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용될 수 없다는 것이 확립된 판례이다(헌재 1994.12.29."
148924,전문,13,"92아1, 판례집 6-2, 538, 541 참조)."
148924,전문,14,"한편 청구인은 불가항력에 의한 사정으로 위 청구기간을 도과하였다고 주장하지만, 기록에 의하면 청구인이 주장하는 사유는 불가항력적인 사유가 되지 못할 뿐만 아니라, 가사 그것을 불가항력적인 사유로 본다 하더라도, 청구인이 심판청구한 날짜가 2000.11.17."
148924,전문,15,"이고 보면, 역시 청구기간이 도과되었기는 마찬가지라 할 것이다.이 사건 심판청구는 그 실질에 있어서 위 2000헌마719호 결정에 대한 재심을 구하는 불복소원에 불과하다고 할 것이다."
148924,전문,16,3.결 론
148924,전문,17,따라서 청구인의 이 사건 심판청구는 부적법하고 그 흠결을 보정할 수 없는 경우에 해당하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 주문과 같이 결정한다.
