결정례일련번호,구분,문장번호,내용
54666,전문,1,사 건 2017헌마357 구 상속세 및 증여세법 제24조 제2호 위헌확인
54666,전문,2,청 구 인 1.이 ○ 방
54666,전문,3,2.이 ○ 숙
54666,전문,4,3.이 ○ 완
54666,전문,5,청구인들 대리인 법무법인 한○
54666,전문,6,"담당변호사 김○, 반○, 이○"
54666,전문,7,[주 문]
54666,전문,8,이 사건 심판청구를 각하한다.[이 유]
54666,전문,9,1.사건개요
54666,전문,10,망 이 ○ 훈○은 2012.7.12.
54666,전문,11,"사망하였는데, 제2순위 상속인인 직계존속의 상속포기로 제3순위 상속인인 청구인들이 재산을 상속받았다.청구인들은 2013.경 잠실세무서장에게 상속세 과세가액 3,610,934,806원에서 일괄공제 5억 원 및 금융재산 상속공제 2억 원(이하 ‘이 사건 공제액’)을 차감한 후 산정한 상속세 890,599,063원을 신고ㆍ납부하였다."
54666,전문,12,잠실세무서장은 선순위 상속인의 상속 포기로 인해 후순위 상속인이 상속받은 경우인 청구인들에게는 구 상속세 및 증여세법(2010.1.1.
54666,전문,13,"법률 제9916호로 개정되고, 2015.12.15."
54666,전문,14,법률 제13557호로 개정되기 전의 것)제24조 제2호(이하 ‘심판대상조항’)가 적용되어 공제 적용 한도가 0원이 된다는 이유로 상속세 과세가액에서 이 사건 공제액을 차감하지 아니하고 상속세를 산정하여 2013.11.26.
54666,전문,15,"청구인들에게 373,606,170원의 상속세를 결정ㆍ고지(이하 ‘1차 처분’)하였다.청구인들은 1차 처분에 불복하여 심사청구를 거쳐 상속세부과처분취소의 소를 제기하였는데, 잠○은 위 소 계속 중 위 처분의 절차상 하자를 이유로 2014.10.13."
54666,전문,16,위 처분을 직권취소한 후 2015.1.7.
54666,전문,17,"청구인들에게 다시 373,606,170원의 상속세를 결정ㆍ고지(이하 ‘2차 처분’)하였다.청구인들은 2차 처분에 대하여 2015.3.13."
54666,전문,18,심사청구를 제기하여 기각되자 상속세등부과처분취소의 소를 제기하였으나 청구인들의 청구가 모두 기각되었다.
54666,전문,19,2.심판대상
54666,전문,20,구 상속세 및 증여세법(2010.1.1.
54666,전문,21,"법률 제9916호로 개정되고, 2015.12.15."
54666,전문,22,법률 제13557호로 개정되기 전의 것)제24조(공제 적용의 한도)제18조부터 제23조까지 및 제23조의2에 따라 공제할 금액은 상속세 과세가액에서 다음 각 호의 어느 하나에 해당하는 가액을 뺀 금액을 한도로 한다.2.상속인의 상속 포기로 그 다음 순위의 상속인이 상속받은 재산의 가액
54666,전문,23,3.판단
54666,전문,24,법률이 시행된 뒤에 비로소 그 법률에 해당하는 사유가 발생하여 기본권을 침해받게 된 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에 헌법소원을 청구하여야 한다(헌재 2012.6.27.
54666,전문,25,2010헌마716).
54666,전문,26,살○ 청구인들은 늦어도 2차 부과처분을 받은 2015.1.7.
54666,전문,27,"무렵에는 심판대상조항으로 인한 기본권 침해사실을 알았다고 봄이 상당하므로, 그 날로부터 90일이 경과하였음이 역수상 명백한 2017.4.3."
54666,전문,28,청구된 이 사건 심판청구는 청구기간을 도과하였다.
54666,전문,29,4.결론
54666,전문,30,이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
