결정례일련번호,구분,문장번호,내용
16282,전문,1,사      건      2011헌마354  재판취소
16282,전문,2,청  구  인      최 ○ 철
16282,전문,3,주      문
16282,전문,4,이 사건 심판청구를 각하한다.
16282,전문,5,이      유
16282,전문,6,1.사건개요
16282,전문,7,가.청구인은 1983.1.12.
16282,전문,8,"대구지방법원에서 특정범죄가중처벌등에관한법률위반(절도)등으로 징역 3년 및 벌금 10만 원을 선고받아(대구지방법원 82고합773)항소하였고, 1983.4.12."
16282,전문,9,항소심에서 징역 2년 및 벌금 10만 원을 선고받아(대구고등법원 83노222)상고하였다가 상고를 취하하여 1983.4.19.
16282,전문,10,위 항소심 판결이 확정되었다.
16282,전문,11,나.이에 청구인은 위 판결들이 헌법에 반하여 이루어졌다는 취지로 주장하면서 2011.7.5.
16282,전문,12,그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
16282,전문,13,2.판단
16282,전문,14,"원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
16282,전문,15,"96헌마172, 판례집 9-2, 842 참조)."
16282,전문,16,그런데 위 재판들은 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니하므로 그 취소를 구하는 이 사건 심판청구는 부적법하다.
16282,전문,17,3.결론
16282,전문,18,그렇다면 이 사건 심판청구는 다른 점에 더 나아가 살펴볼 필요 없이 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
16282,전문,19,2011.7.26.
