결정례일련번호,구분,문장번호,내용
169045,전문,1,사           건          2021헌바266    형사소송법 제324조 위헌소원
169045,전문,2,청    구    인          강○○○
169045,전문,3,당  해  사  건          인천지방법원 2020노1742  상해
169045,전문,4,[주           문]
169045,전문,5,이 사건 심판청구를 각하한다.[이           유]
169045,전문,6,1.사건개요
169045,전문,7,청구인은 2020.6.2.
169045,전문,8,"인천지방법원 부천지원에서 상해죄로 벌금 50만 원을 선고받고(2019고정789), 이에 항소하였으나 2021.4.16."
169045,전문,9,항소기각 판결을 받았다(인천지방법원 2020노1742).
169045,전문,10,위 판결은 청구인이 상고기간 내에 상고하지 아니하여 2021.4.24.
169045,전문,11,확정되었다.청구인은 2021.5.4.
169045,전문,12,"인천지방법원에 상소권회복청구서 및 상고장을 제출하였으나, 2021.6.30."
169045,전문,13,상소권회복청구가 기각되었다(2021초기1755).
169045,전문,14,"청구인은 이에 재항고하였으나, 2021.9.8."
169045,전문,15,재항고가 기각되었다(대법원 2021모1898).
169045,전문,16,청구인은 2021.7.8.
169045,전문,17,인천지방법원에 형사소송법 제324조에 대하여 위헌법률심판제청신청을 하였으나 2021.8.27.
169045,전문,18,"그 신청이 각하되자(2021초기2882), 2021.9.9."
169045,전문,19,이 사건 헌법소원심판을 청구하였다.
169045,전문,20,2.판단
169045,전문,21,"헌법재판소법 제68조 제2항의 헌법소원 심판청구가 적법하기 위해서는 당해 사건에 적용될 법률이 헌법에 위반되는지 여부가 재판의 전제가 되어야 한다.여기서 ‘재판의 전제가 된다’고 함은 첫째 구체적인 사건이 법원에 계속 중이어야 하고, 둘째 위헌 여부가 문제되는 법률이 당해 소송사건의 재판에 적용되는 것이어야 하며, 셋째 그 법률이 헌법에 위반되는지의 여부에 따라 당해 사건을 담당하는 법원이 다른 내용의 재판을 하게 되는 경우를 말한다(헌재 2012.12.27."
169045,전문,22,2010헌바406 참조).
169045,전문,23,이 사건의 당해 사건인 인천지방법원 2020노1742 사건은 2021.4.24.
169045,전문,24,판결이 확정되어 종결되었다.그런데 청구인은 그 이○ 2021.7.8.
169045,전문,25,"위헌법률심판 제청신청을 하였으므로, 위헌제청신청 당시에 당해 사건이 법원에 계속 중이었다고 볼 수 없다.따라서 이 사건 심판청구는 재판의 전제성 요건을 갖추지 못하여 부적법하다."
169045,전문,26,3.결론
169045,전문,27,"이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 의하여 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
