결정례일련번호,구분,문장번호,내용
170397,전문,1,사           건          2021헌마1447    형법 제311조 위헌확인
170397,전문,2,청    구    인          이○○
170397,전문,3,[주           문]
170397,전문,4,이 사건 심판청구를 각하한다.[이           유]
170397,전문,5,1.사건개요
170397,전문,6,"가.청구인 이○○○은, 온라인에 ○○소년단(영문명 생략)에 관하여 ""양공주 윤○○○의 남창 버전""등의 댓글을 다는 등 ○○소년단에 대한 사회적 평가를 저하시킬 만한 경멸적 표현을 사용하였고 이○는 모욕에 해당한다는 공소사실이○ 인정되어 2021.2.18."
170397,전문,7,서울동부지방법원에서 벌금 100만 원을 선고받았다(서울동부지방법원 2020고정315).
170397,전문,8,"나.청구인은 이에 불복하여 항소하였는데, 일부 사실에 관한 사실오인 주장이 받아 들여짐에 따라 2021.6.10."
170397,전문,9,"원심파기 및 벌금 70만 원을 선고받았고(서울동부지방법원 2021노290), 상고한 뒤 2021.8.10."
170397,전문,10,형사처벌 근거규정인 형법 제311조에 관하여 위헌법률심판제청신청을 하였으나 2021.11.11.
170397,전문,11,상고기각판결(대법원 2021도8177)및 위헌법률심판제청신청기각결정(대법원 2021초기577)을 받았다.
170397,전문,12,다.이에 청구인은 2021.11.25.
170397,전문,13,형법 제311조에 대하여 헌법재판소법 제68조 제1항의 헌법소원심판청구를 하였다.
170397,전문,14,2.판단
170397,전문,15,"법령에 대한 헌법소원은 법령의 시행과 동시에 기본권을 침해받게 되는 경우에는 그 법령이 시행된 사실을 안 날부터 90일 이내에, 법령이 시행된 날부터 1년 이내에 헌법소원을 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 경우에는 그 사유가 발생하였음을 안 날부터 90일 이내에, 그 사유가 발생한 날부터 1년 이내에 헌법소원을 제기하여야 한다(헌재 2012.6.27."
170397,전문,16,2010헌마716 참조).
170397,전문,17,"이○ 사건 기록에 따르면, 청구인 이○○○은 형법 제311조가 적용되어 모욕에 관한 위 공소사실이○ 인정되었던 1심 유죄판결 항소제기일에는 적어도 형법 제311조로 인한 기본권 침해사실을 알았다고 할 것인데, 이○ 사건 심판청구일은 그 항소제기일을 기준으로 삼더라도 이○로부터 90일이○ 도과된 사정이○ 역수상 명백하므로, 이○ 사건 심판청구는 청구기간을 준수하지 아니하여 부적법하다."
170397,전문,18,3.결론
170397,전문,19,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
