결정례일련번호,구분,문장번호,내용
168409,전문,1,사           건          2021헌마1002    형법 제328조 제1항 위헌확인
168409,전문,2,청    구    인          강○○○
168409,전문,3,"대리인   법무법인 에이케이담당변호사 안○, 정○, 박○"
168409,전문,4,[주           문]
168409,전문,5,이 사건 심판청구를 각하한다.[이           유]
168409,전문,6,"법령에 대한 헌법소원은 법령이 시행된 뒤에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 경우에는 그 사유가 발생하였음을 안 날부터 90일 이내에, 그 사유가 발생한 날부터 1년 이내에 헌법소원을 제기하여야 한다(헌재 2004.4.29."
168409,전문,7,2003헌마484 참조).
168409,전문,8,청구인은 자신의 배우자가 2017년 10월경부터 2019년 5월경까지 부부공동재산을 횡령하였다고 주장하면서 피해자의 배우자가 저지른 횡령죄는 그 형을 면제하도록 하는 형법 제361조(1953.9.18.
168409,전문,9,법률 제293호로 제정된 것)중 제328조 제1항(2005.3.31.
168409,전문,10,법률 제7427호로 개정된 것)을 제355조 제1항(1995.12.29.
168409,전문,11,법률 제5057호로 개정된 것)에 준용하는 부분을 다투고 있다.청구인의 주장에 따르더라도 청구인은 2017년 10월경부터 2019년 5월경까지 사이에 위 조항에 해당하는 사유가 발생하여 기본권 침해를 받게 되었다고 보아야 하는데(헌재 2015.4.21.
168409,전문,12,"2015헌마337 참조), 그로부터 1년이 지난 후인 2021.8.24.에서야 이 사건 심판청구를 하였으므로, 청구기간을 준수하지 못하였다.그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
