결정례일련번호,구분,문장번호,내용
140412,전문,1,사      건      2009헌마31  기소유예처분취소
140412,전문,2,청  구  인      임 ○ 경
140412,전문,3,대리인 법무법인 우리법률
140412,전문,4,담당변호사 김○
140412,전문,5,피청구인      인천지방검찰청 검사
140412,전문,6,주           문
140412,전문,7,청구인의 심판청구를 기각한다.
140412,전문,8,이           유
140412,전문,9,"청구인은 피청구인의 2008.11.27.자 청구인에 대한 폭력행위등처벌에관한법률위반(공동폭행)등 혐의에 관한 기소유예처분(인천지방검찰청 2008형제89674호)이 자신의 헌법상 보장된 평등권과 행복추구권 등을 침해한 것이라고 주장한다.그러나 이 사건 기록을 살펴보아도 피청구인이 위 사건에 관하여 현저히 정의와 형평에 반하는 수사를 하였거나, 헌법의 해석, 법률의 적용 또는 증거판단에 있어서 기소유예처분의 결정에 영향을 미친 중대한 잘못이 있었다고 보이지 아니하고, 달리 피청구인의 위 기소유예처분이 헌법재판소가 관여할 정도의 자의적인 처분이라고 볼 자료도 없으므로 이로 말미암아 청구인 주장의 기본권이 침해되었다고 볼 수 없다.그렇다면 청구인의 이 사건 심판청구는 이유 없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
140412,전문,10,2009.11.26.
140412,전문,11,재판장    재판관  이○        이○
140412,전문,12,─────
140412,전문,13,재판관  이○      이○
140412,전문,14,─────
140412,전문,15,재판관  조○        조○
140412,전문,16,─────
140412,전문,17,재판관  김○      김○
140412,전문,18,─────
140412,전문,19,재판관  김○      김○
140412,전문,20,─────
140412,전문,21,재판관  민○      민○
140412,전문,22,─────
140412,전문,23,재판관  송○      송○
140412,전문,24,─────
