결정례일련번호,구분,문장번호,내용
130331,전문,1,사      건      2007헌마370    기소유예처분취소
130331,전문,2,청  구  인      김 ○ 희
130331,전문,3,국선대리인   변호사  유   효   석
130331,전문,4,피청구인     서울북부지방검찰청 검사
130331,전문,5,주           문
130331,전문,6,청구인의 심판청구를 기각한다.
130331,전문,7,이           유
130331,전문,8,"청구인은 서울북부지방검찰청 2006형제63446호 청구인에 대한 협박 사건에 관하여 피청구인이 2006.12.26.에 한 기소유예처분이 청구인의 헌법상 보장된 평등권 등을 침해한 것이라고 주장한다.그러나 기록을 자세히 살펴보아도 피청구인이 현저히 정의와 형평에 반하는 수사를 하였거나 증거의 취사선택 및 가치판단 그리고 헌법의 해석과 법률의 적용에 있어서 기소유예처분의 결정에 영향을 미친 중대한 잘못을 하였다고 보이지 아니하며, 달리 피청구인의 위 기소유예처분이 헌법재판소가 관여할 정도의 자의적인 처분이라고 볼 자료도 없으므로, 그로 인하여 청구인의 헌법상 보장된 기본권이 침해되었다고 할 수 없다.그렇다면 청구인의 이 사건 심판청구는 그 이유 없으므로 이를 기각하기로 하여, 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
130331,전문,9,2008.2.28.
130331,전문,10,재 판 장           재판관  이○    이○
130331,전문,11,재판관  이○    이○
130331,전문,12,재판관  조○    조○
130331,전문,13,재판관  김○    김○
130331,전문,14,재판관  김○    김○
130331,전문,15,재판관  민○    민○
130331,전문,16,재판관  이○    이○
130331,전문,17,주 심   재판관  목○    목○
130331,전문,18,재판관  송○    송○
