결정례일련번호,구분,문장번호,내용
134759,판시사항,1,공정거래위원회의 무혐의처분에 대한 헌법소원이 이유없다고 기각한 사례
134759,결정요지,2,"광고가 부당한 표시ㆍ광고에 해당하는지 여부를 조사함에 있어서 피청구인은 특별한 사정이 없는 한 자신의 권한 범위 내에서 표시ㆍ광고의공정화에관한법률의 목적을 달성함에 있어서 충분한 정도의 합리적인 조사를 하여 결론을 내림으로써 족하고, 광고의 부당성에 대한 모든 사실관계를 조사해야 하는 것은 아니라고 할 것인데, 피청구인은 “국내최대 회원수, 회원수 No.1” 및 “최다성혼 커플 수, 성혼 커플 수 No."
134759,결정요지,3,"1”이라는 이 사건 광고의 부당성 여부를 조사하는 과정에서 피신고인을 제외한 나머지 결혼정보업체들의 비협조로 피신고인이 제출한 자료 및 현실적으로 피청구인이 확인가능한 범위 내의 자료를 종합하여 피신고인의 소속회원 성혼 커플 수가 1위인 것으로 결론을 내렸는바, 그 조사방법이나 결과가 현저히 정의와 형평에 반한다거나 헌법재판소가 관여할 만큼의 중대한 잘못을 저지른 것으로 보이지 않는다."
134759,전문,4,【당 사 자】
134759,전문,5,청 구 인　주식회사 ○○
134759,전문,6,대표이사　이 ○ 진
134759,전문,7,대리인 변호사　최○
134759,전문,8,피청구인　공정거래위원회
134759,전문,9,대리인 변호사　최○
134759,전문,10,【주　　문】
134759,전문,11,청구인의 심판청구를 기각한다.【이　　유】
134759,전문,12,1.사건의 개요와 심판의 대상
134759,전문,13,가.사건의 개요
134759,전문,14,"(1)청구인과 청구외 ○○ 주식회사(이하 ‘피신고인’이라고 한다)는 미혼남녀간의 교제알선업 및 행사주선업, 남녀교제에 따른 정보제공 및 회원관리업 등을 영위하는 회사다."
134759,전문,15,(2)청구인은 2003.12.20.
134759,전문,16,"피신고인이 “국내최대 회원수, 회원수 No."
134759,전문,17,"1” 및 “최다 성혼 커플 수, 성혼 커플 수 No."
134759,전문,18,1”이라고 광고한 사실에 대하여 표시ㆍ광고의공정화에관한법률(이하 ‘표시광고법’이라고 한다)위반으로 피청구인에게 신고하였다.
134759,전문,19,(3)피청구인은 2004.8.19.경 위 행위가 부당광고로 볼 수 없다는 결정을 하였다(공정위 2003광고3791호).
134759,전문,20,"(4)청구인은 피청구인의 무혐의결정이 청구인에게 헌법상 보장된 평등권 등을 침해하였다고 주장하면서, 2004.10.18."
134759,전문,21,위 무혐의처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
134759,전문,22,나.심판의 대상
134759,전문,23,이 사건 심판의 대상은 피청구인의 2003광고3791호 사건에 대한 2004.8.19.자 무혐의처분(이하 ‘이 사건 처분’이라고 한다)이 청구인의 기본권을 침해하였는가 여부이다.
134759,전문,24,2.청구인의 주장 및 피청구인의 답변
134759,전문,25,가.청구인의 주장
134759,전문,26,"피신고인의 위 광고 중 “최다 성혼 커플 수, 성혼 커플 수 No."
134759,전문,27,1” 광고(이하 ‘이 사건 광고’라고 한다)는 객관적 자료가 없거나 허위의 자료에 기한 것이므로 부당한 표시ㆍ광고행위에 해당한다.따라서 위 행위에 대한 피청구인의 무혐의처분은 청구인의 평등권을 침해하는 것으로서 위헌이다.나.피청구인의 답변
134759,전문,28,"결혼정보업체의 매출액 및 피신고인이 제출한 이 사건 관련자료를 검토한 결과 피신고인 소속회원의 성혼 커플 수가 다른 경쟁사업자보다 많은 것으로 판명되었다.따라서 이 사건 광고는 부당한 광고가 아니고, 이 사건 처분으로 인하여 청구인의 기본권이 침해되었다고 할 수 없다.3.본안에 관한 판단"
134759,전문,29,"피청구인은 기본적으로 사법경찰권을 가지고 있지 아니하여 수사기관이 가진 이른바 강제수사권이 없으므로 참고인 조사 등을 함에는 많은 제약이 따른다.따라서 이 사건 광고가 부당한 표시ㆍ광고에 해당하는지 여부를 조사함에 있어서 피청구인은 특별한 사정이 없는 한 자신의 권한 범위 내에서 표시광고법의 목적을 달성함에 있어서 충분한 정도의 합리적인 조사를 하여 결론을 내림으로써 족하고, 광고의 부당성에 대한 모든 사실관계를 조사해야 하는 것은 아니라고 할 것이다.기록에 의하면, 이 사건 광고에 대한 조사는 청구인의 신고로 개시되었는데, 피청구인은 위 조사과정에서 피신고인을 제외한 나머지 결혼정보업체들의 비협조로 피신고인이 제출한 자료 및 현실적으로 피청구인이 확인가능한 범위 내의 자료를 종합하여 피신고인의 소속회원 성혼 커플 수가 1위인 것으로 결론을 내렸는바, 그 조사방법이나 결과가 현저히 정의와 형평에 반한다거나 헌법재판소가 관여할 만큼의 중대한 잘못을 저지른 것으로 보이지 않는다."
134759,전문,30,4.결　론
134759,전문,31,"그렇다면, 청구인의 이 사건 헌법소원청구는 이유 없으므로 이를 기각하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
134759,전문,32,재판관　윤○(재판장)권　성 김효종 김○(주심)송○
134759,전문,33,주선회 전효숙 이○ 조○
