결정례일련번호,구분,문장번호,내용
138726,전문,1,사○ 2009헌마503 재판취소 등
138726,전문,2,청 구 인 오 ○ 익
138726,전문,3,주 문
138726,전문,4,청구인의 심판청구를 각하한다.
138726,전문,5,이 유
138726,전문,6,1.사건의 개요
138726,전문,7,"가.청구인은 1992.11.경 황 ○ 호가 청구인 부부를 상대로 대여금 청구의 소를 제기하자(제주지방법원 92가단20698), 황 ○ 호 등이 청구인을 기망하여 차용증서를 작성하고 이를 증거자료로 제출하였다며 이들을 사기 혐의로 고소하였으나, 이를 수사한 검사는 1993.10.말경 이들에 대하여 혐의 없음의 불기소처분을 하고(제주지방검찰청 93형제7522호, 이하 ‘이 사건 불기소처분’이라 한다), 오히려 청구인을 무고 등으로 공소 제기하였다."
138726,전문,8,나.이에 청구인은 1994.8.19.
138726,전문,9,징역 1년 집행유예 2년의 형을 선고받아 1994.8.27.
138726,전문,10,"확정되고{제주지방법원 93고합314, 94고합127, 94고합184(병합)}, 2008.5.19."
138726,전문,11,"이에 대한 재심청구 또한 기각되었으며(제주지방법원 2008재고합1), 위 민사소송에서도 1993.11.23."
138726,전문,12,황 ○ 호의 청구를 전부 인용하는 판결이 선고되어 1993.12.15.
138726,전문,13,확정되었다.
138726,전문,14,"다.그러자 청구인은, 이 사건 불기소처분과 위 확정된 민사판결(이하 ‘이 사건 민사판결’이라 한다)이 청구인의 기본권을 침해한다며 2009.9.2."
138726,전문,15,그 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
138726,전문,16,2.판 단
138726,전문,17,가.이 사건 불기소처분의 취소를 구하는 부분
138726,전문,18,"(1)공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 헌법소원심판을 청구하려면, 다른 법률에 정한 구제절차를 모두 거쳐야만 하는데(헌법재판소법 제68조 제1항), 기록에 의하면, 청구인은 1993.10.말경 이 사건 불기소처분 결정이 있었음에도 검찰청법에 정한 항고 및 재항고를 제기하지 아니한 것으로 보이므로, 이 사건 불기소처분에 대한 헌법소원심판 청구는 그 구제절차인 검찰청법에 정한 항고, 재항고 절차를 거치지 아니한 채 제기된 것으로 부적법하다(헌재 1992.7.23."
138726,전문,19,"92헌마103, 판례집 4, 554, 558-559 등 참조)."
138726,전문,20,"(2)뿐만 아니라, 불기소처분 결정 이후 범죄에 대한 공소시효가 완성되었을 때에는 그 범죄에 대한 불기소처분의 취소를 구하는 헌법소원심판 청구는 권리보호의 이익이 없어 부적법하다고 할 것인데(헌재 2003.4.24."
138726,전문,21,"2002헌마449, 공보 제80호, 419 등 참조), 이 사건 불기소처분의 대상이 된 사기죄는 법정형이 10년 이하의 징역 또는 200만 원 이하의 벌금에 해당하는 범죄로서(1995.12.29."
138726,전문,22,"법률 제5057호로 개정되기 전의 형법 제347조 제1항, 1996.11.23."
138726,전문,23,"법률 제5167호로 개정되기 전의 ‘벌금 등 임시조치법’ 제4조 제1항), 공소시효 기간이 7년(2007.12.21."
138726,전문,24,"법률 제8730호로 개정되기 전의 형사소송법 제249조 제1항 제3호)이고, 위 사기죄에 대한 공소시효는 그 범죄행위의 종료일인 1988.2.24.경부터 진행하여 이 사건 불기소처분 결정일 이후인 1995.2.23.에 완성되었음이 역수상 명백하므로, 이 사건 심판청구는 권리보호의 이익이 없어 부적법하다."
138726,전문,25,나.이 사건 민사판결의 취소를 구하는 부분
138726,전문,26,"헌법재판소법 제68조 제1항 본문은, “공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다.”고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판 청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있는데(헌재 1997.12.24."
138726,전문,27,"96헌마172등, 판례집 9-2, 842 등 참조), 이 사건 민사판결은 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니하므로, 그 취소를 구하는 이 사건 심판청구는 허용될 수 없어 부적법하다."
138726,전문,28,3.결 론
138726,전문,29,"그러므로 이 사건 심판청구를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
138726,전문,30,2009.9.15.
138726,전문,31,재판장 재판관 이○
138726,전문,32,재판관 민○
138726,전문,33,재판관 목○
