결정례일련번호,구분,문장번호,내용
148205,전문,1,사 건 2000헌마623 미결구금일수불공제 위헌확인
148205,전문,2,청 구 인 최 ○ 태
148205,전문,3,[주 문]
148205,전문,4,이 사건 심판청구를 각하한다.[이 유]
148205,전문,5,1.청구인의 주장요지
148205,전문,6,가.청구인은 1998.8.21.
148205,전문,7,특정범죄가중처벌등에관한법률위반사건으로 구속기소되었으나 1999.2.20.
148205,전문,8,서울지방법원에서 무죄의 판결을 선고받고 위 판결이 확정되었다.
148205,전문,9,나.청구인은 위 사건과 별도로 사기죄로 기소되어 2000.5.18.
148205,전문,10,1심에서 징역 1년6월의 형을 선고받았으나 2000.8.29.
148205,전문,11,항소심에서 징역 10월의 형을 선고받았다.
148205,전문,12,다.청구인은 법원에 위 두 사건의 병합 심리요청을 하였으나 법원이 이를 받아들이지 아니하고 각각 별도로 재판을 함으로써 결과적으로 무죄선고가 확정된 특정범죄가중처벌등에관한법률위반사건의 미결구금일수 15월이 사기사건의 본형에 산입되지 아니하여 부당하게 복역하고 있는 바 이는 청구인의 기본권을 침해한 것이므로 그 시정을 구하기 위하여 2000.10.4.
148205,전문,13,이 사건 헌법소원심판을 청구한다는 것이다.
148205,전문,14,2.판 단
148205,전문,15,헌법재판소법 제68조 제1항은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 “법원의 재판”을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하여 법원의 재판을 헌법소원의 대상에서 제외하였다.그런데 청구인의 이 사건 헌법소원심판청구는 결국 헌법소원의 대상이 되지 않는 “법원의 재판”을 헌법소원의 대상으로 한 것이라고 볼 수 밖에 없어 부적법하다.
148205,전문,16,3.결 론
148205,전문,17,따라서 헌법재판소법 제72조 제3항 제1호에 따라 이 사건 심판청구를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
