결정례일련번호,구분,문장번호,내용
57585,전문,1,사○ 2017헌바356 형법 제227조의2 위헌소원
57585,전문,2,청 구 인 이 ○ 철
57585,전문,3,대리인 변호사 한○
57585,전문,4,당 해 사 건 부산지방법원 2016노4513 공전자기록등위작등
57585,전문,5,[주 문]
57585,전문,6,이 사건 심판청구를 각하한다.[이 유]
57585,전문,7,1.사건개요
57585,전문,8,청구인은 2016.11.2.
57585,전문,9,"부산지방법원에서 공전자기록등위작죄 등으로 징역 8월에 집행유예 2년을 선고받고(부산지방법원 2016고단5225호) 이에 대하여 항소를 제기한 뒤 항소심(부산지방법원 2016노4513호) 계속 중 형법 제227조의2가 헌법에 위반된다는 이유로 위헌법률심판제청신청(부산지방법원 2017초기807)을 하였는데, 부산지방법원은 2017.6.16."
57585,전문,10,"청구인의 항소를 기각한다는 판결을 선고하면서 위 신청을 기각한다는 결정을 고지하였고, 청구인은 2017.7.24."
57585,전문,11,이 사건 헌법소원심판을 청구하였다.
57585,전문,12,2.판단
57585,전문,13,헌법재판소법 제68조 제2항에 따른 헌법소원심판은 위헌 여부 심판의 제정신청을 기각하는 결정을 통지받은 날부터 30일 이내에 청구하여야 한다(헌법재판소법 제68조 제2항).
57585,전문,14,그런데 부산지방법원은 2017.6.16.
57585,전문,15,"공판정에서 청구인이 출석한 가운데 재판서에 의하여 청구인의 항소를 기각한다는 판결을 선고하면서 청구인의 위헌법률심판제청신청을 기각한다는 결정을 고지하였으므로, 그로부터 30일이 경과한 후에 제기된 이 사건 헌법소원심판청구는 부적법하다."
57585,전문,16,3.결론
57585,전문,17,이 사건 헌법소원심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하한다.
