결정례일련번호,구분,문장번호,내용
13887,전문,1,사      건      2010헌마399  재판취소
13887,전문,2,청  구  인      강 ○ 오
13887,전문,3,주           문
13887,전문,4,이 사건 심판청구를 각하한다.
13887,전문,5,이           유
13887,전문,6,1.사건의 개요
13887,전문,7,"가.청구인은 고 ○ 외 7인을 감금죄로 고소하였고, 이를 수사한 서울중앙지방검찰청 검사는 2009.1.8."
13887,전문,8,"위 고소를 각하하는 불기소처분을 하였다(서울중앙지방검찰청 2009형제2834호, 이하 ‘이 사건 불기소처분’이라 한다)."
13887,전문,9,나.이에 청구인은 검찰청법 소정의 항고를 거쳐 재정신청을 하였다가 2010.3.31.
13887,전문,10,"기각되자(서울고등법원 2010초재157)재항고하였고, 2010.5.31."
13887,전문,11,"재항고 역시 기각되자(대법원 2010모526), 2010.6.23."
13887,전문,12,이 사건 불기소처분 또는 재정신청과 관련된 법원의 결정의 취소를 구하는 취지의 이 사건 헌법소원심판을 청구하였다.
13887,전문,13,2.판단
13887,전문,14,"이 사건 심판청구를 이 사건 불기소처분의 취소를 구하는 것으로 보는 경우, 청구인은 서울고등법원에 이 사건 불기소처분에 대하여 재정신청을 하였다가 기각되었고 위 법원의 재판은 취소된 바 없으므로, 이 사건 불기소처분은 헌법소원심판의 대상이 될 수 없고, 따라서 이를 대상으로 하는 이 사건 심판청구는 부적법하다.또한 이 사건 심판청구를 재정신청과 관련된 법원의 결정의 취소를 구하는 것으로 보는 경우, 서울고등법원 2010초재157 결정 및 대법원 2010모526 결정은 헌법소원의 대상이 되는 예외적인 재판에 해당되지 아니하므로, 그 취소를 구하는 이 사건 심판청구는 허용될 수 없다."
13887,전문,15,3.결론
13887,전문,16,그러므로 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
13887,전문,17,2010.7.6.
