결정례일련번호,구분,문장번호,내용
144211,전문,1,사 건 2017헌마1247 형사소송법 제179조의2 위헌확인
144211,전문,2,청 구 인 박 ○ 홍
144211,전문,3,[주 문]
144211,전문,4,이 사건 심판청구를 각하한다.[이 유]
144211,전문,5,1.사건개요
144211,전문,6,"가.청구인은 2012.12.경 및 2013.1.경 전 ○ 팔을 모해위증죄로 고소하였는데, 이 사건의 수사검사인 신 ○ 량은 청구인을 무고로 인지한 후, 2013.7.25."
144211,전문,7,기소하였다(수원지방 검찰청 안산지청 2013형제26092호).
144211,전문,8,청구인은 2017.5.26.
144211,전문,9,"수원지방법원 안산지원에서 무고죄로 징역 2년을 선고받았는데, 판결문에 수사기관의 감정 위촉에 따라 작성된 국립과학수사연구소 소속 감정인의 필적 및 인영감정의뢰 회보가 유죄의 증거로 적시되어 있다(2013고단1661호)."
144211,전문,10,나.청구인은 검사 신 ○ 량이 선서를 받지 아니한 채 국립과학수사연구소 감정인에게 감정위촉을 하여 회보받은 감정서를 자신에 대한 무고죄의 유죄의 증거로 제출하였다는 등의 이유로 위 검사를 직무유기 및 직권남용권리행사방해로 고소하였다(수원지방검찰청 2017형제88822호).
144211,전문,11,"청구인은 위 고소 사건에서 고소인 진술을 하면서, 형사소송법 제179조의2 제1항 제2문에 법원의 감정촉탁시 선서에 관한 규정을 적용하지 않도록 규정되어 있으므로 검사에게는 잘못이 없다는 설명을 듣고 그 부분 고소를 취하하였다."
144211,전문,12,"다.청구인은 형사소송법 제179조의2가 수사기관의 감정 촉탁시 선서에 관한 규정을 배제함으로써 자신의 평등권, 재판절차진술권 등을 침해한다고 주장하면서 헌법소원심판을 청구하였다."
144211,전문,13,2.심판대상
144211,전문,14,"청구인은 형사소송법 제179조의2 전체를 심판대상으로 삼아 헌법소원심판을 청구하였으나, 청구인의 주장 취지상 이 사건의 심판대상은 형사소송법 제179조의2 제1항 제2문에 한정된다.심판대상조항 및 관련조항은 아래와 같다.[심판대상조항]"
144211,전문,15,형사소송법
144211,전문,16,제179조의2(감정의 촉탁)①법원은 필요하다고 인정하는 때에는 공무소ㆍ학교ㆍ병원 기타 상당한 설비가 있는 단체 또는 기관에 대하여 감정을 촉탁할 수 있다.이 경우 선서에 관한 규정은 이를 적용하지 아니한다.
144211,전문,17,[관련조항]
144211,전문,18,형사소송법
144211,전문,19,"제170조(선서)①감정인에게는 감정 전에 선서하게 하여야 한다.②선서는 선서서에 의하여야 한다.③선서서에는 「양심에 따라 성실히 감정하고 만일 거짓이 있으면 허위감정의 벌을 받기로 맹서합니다」라고 기재하여야 한다.④제157조제3항, 제4항과 제158조의 규정은 감정인의 선서에 준용한다.제221조(제3자의 출석요구 등)②검사 또는 사법경찰관은 수사에 필요한 때에는 감정ㆍ통역 또는 번역을 위촉할 수 있다."
144211,전문,20,3.판단
144211,전문,21,"청구인은 수사기관이 선서를 받지 아니한 채 국립과학수사연구소 감정인에게 감정위촉을 하는 것이 허용되기 때문에 자신의 기본권이 침해되었다고 주장한다.그런데 심판대상조항은 법원의 감정 촉탁에 관한 것이므로 수사기관의 감정위촉에는 적용되지 않는다.따라서 수사기관에서의 감정절차에 의한 기본권 침해를 주장하는 청구인에 대해서는 심판대상조항에 의한 기본권 침해의 자기관련성이 인정되지 않는다.다만, 수사기관의 감정 위촉에 관해서는 형사소송법 제221조 제2항에 정해져 있는데, 이 규정에는 선서에 관한 내용이 없으며, 별도로 법원에서의 감정인 선서에 관한 형사소송법 제170조를 준용하는 규정도 없다.따라서 청구인의 주장을 형사소송법 제221조 제2항의 부진정입법부작위를 다투는 취지로 선해할 수도 있다.그러나 설령 청구인의 주장을 이와 같이 선해한다고 해도 아래와 같은 이유에서 청구기간이 도과하였다.법령에 대한 헌법소원은 법령시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 법령이 시행된 날로부터 1년 이내에 헌법소원을 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 헌법소원을 청구하여야 한다(헌재 2003.9.25."
144211,전문,22,2001헌마93등 참조).
144211,전문,23,"청구인이 주장하는 기본권 침해는 선서 없이 작성된 감정서가 유죄의 증거로 사용됨으로써 발생하게 된다.청구인은 적어도 제1심 유죄판결 선고시에는 수사기관의 감정 위촉에 따라 작성된 국립과학수사연구소 소속 감정인의 필적 및 인영감정의뢰 회보가 유죄 인정의 증거로 사용되었음을 알았다고 인정된다.따라서 청구기간의 기산점을 청구인에게 최대한 유리한 시점인 제1심 유죄판결 선고일인 2017.5.26.로 본다 하더라도, 청구인은 그로부터 90일이 경과한 2017.11.13."
144211,전문,24,"헌법소원심판을 청구하였으므로, 청구기간이 도과하였다.4.결론"
144211,전문,25,"이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호, 제4호에 따라 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
