결정례일련번호,구분,문장번호,내용
190029,전문,1,【당 사 자】
190029,전문,2,사		건	2024헌마256    기소유예처분취소
190029,전문,3,청	구	인	박○○○
190029,전문,4,대리인   변호사 정○
190029,전문,5,피	청	구	인	서울중앙지방검찰청 검사직무대리
190029,전문,6,결	정	일	2024.4.16.
190029,전문,7,【주 문】
190029,전문,8,이 사건 심판청구를 각하한다.【이 유】
190029,전문,9,1.사건개요
190029,전문,10,청구인은 2023.11.13.
190029,전문,11,"01:45경 서울 동작구 (주소 생략)24시 셀프 빨래방에서, 동전 교환기가 일시적으로 고장나 자신이 투입한 현금 10,000원이 동전으로 교환되지 않은 것에 불만을 품고, 동전 교환기를 주먹으로 내려치고 여러 차례 강하게 흔들어 강제로 동전을 꺼내가는 방법으로 현금 500원권 20개를 절취하였다는 혐의로 수사를 받았고, 이를 수사한 피청구인이 청구인의 피의사실을 인정하여 2023.12.18."
190029,전문,12,"기소유예처분(서울중앙지방검찰청 2023형제71034호)을 하자, 2024.3.18."
190029,전문,13,위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.2.판단
190029,전문,14,검사가 불기소처분한 사건을 재기하여 수사한 다음 다시 불기소처분이나 공소제기처분을 한 경우 원래의 불기소처분은 그 효력을 잃게 되므로 그 원래의 불기소처분에 대한 헌법소원심판청구는 부적법하다(헌재 2001.4.26.
190029,전문,15,99헌마671등 참조).
190029,전문,16,이 사건 심판의 대상인 서울중앙지방검찰청 2023형제71034호 기소유예처분은 이 사건 심판청구 이○ 2024.3.25.
190029,전문,17,"피청구인이 서울중앙지방검찰청 2024형제19450호로 재기한 후, 청구인에 대하여 2024.3.28."
190029,전문,18,혐의 없음의 불기소처분을 하여 효력을 상실하였으므로 이 사건 심판청구는 더 이상 권리보호이익이 없다.3.결론
190029,전문,19,"따라서 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
190029,전문,20,"재판장,이○,문○,정○"
