결정례일련번호,구분,문장번호,내용
14264,전문,1,사      건      2010헌마516  형법 제35조 제1항 등 위헌확인
14264,전문,2,청  구  인      서 ○ 훈
14264,전문,3,주           문
14264,전문,4,이 사건 심판청구를 각하한다.
14264,전문,5,이           유
14264,전문,6,1.사건의 개요
14264,전문,7,가.청구인은 2009.10.12.
14264,전문,8,창원지방법원 통영지원에 성폭력범죄의처벌및피해자보호등에관한법률위반(강간등상해)죄 등으로 기소되어 2010.2.18.
14264,전문,9,"위 법원에서 ‘성폭력범죄의 처벌 및 피해자보호 등에 관한 법률’ 제9조 제1항, 제6조 제1항, 형법 제297조 및 형법 제35조 등을 적용법조로 하여 징역 10년을 선고받았다(위 법원 2009고합82 등)."
14264,전문,10,"청구인과 검사가 이에 불복하여 항소하였고, 항소심에서는 검사의 항소를 받아들여 2010.5.12."
14264,전문,11,징역 13년을 선고하였다(부산고등법원 2010노194).
14264,전문,12,이에 청구인이 대법원에 상고하였으나 2010.7.29.
14264,전문,13,"상고가 기각되어(대법원 2010도6323)위 판결이 확정되었고, 청구인은 현재 부산구치소에서 형 집행 중이다."
14264,전문,14,"나.청구인은 형법 제35조가 헌법 제13조 제1항 및 제37조 제2항에 반하고, 형법 제297조가 헌법 제10조 및 제11조 제1항에 반하여 청구인의 기본권을 침해한다고 주장하면서 2010.8.20."
14264,전문,15,그 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다.
14264,전문,16,2.판단
14264,전문,17,"법령에 대한 헌법소원의 청구기간은 그 법률의 시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법률이 시행된 사실을 안 날로부터 90일 이내에, 법률이 시행된 날로부터 1년 이내에 헌법소원을 청구하여야 하고, 법률이 시행된 뒤에 비로소 그 법률에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 헌법소원을 청구하여야 한다(헌재 1998.7.16."
14264,전문,18,95헌바19 등).
14264,전문,19,"기록에 의하면, 청구인이 창원지방법원 통영지원에 이 사건 법률조항들을 적용법조로 하여 공소제기된 날은 2009.10.12.이고, 이 사건 법률조항들이 적용되어 제1심 판결이 선고된 날은 2010.2.18.임이 인정된다.그렇다면 늦어도 제1심 판결이 선고된 2010.2.18.경에는 이 사건 법률조항들에 의한 기본권침해 사유가 발생하였고, 청구인이 같은 날 그 사유를 알게 되었다고 봄이 상당하므로, 그로부터 90일이 경과한 2010.8.20."
14264,전문,20,청구된 이 사건 심판청구는 청구기간을 도과하여 부적법하다.
14264,전문,21,3.결론
14264,전문,22,이 사건 심판청구는 더 나아가 살펴볼 필요 없이 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
14264,전문,23,2010.8.31.
