결정례일련번호,구분,문장번호,내용
21002,전문,1,사　　　건　2012헌마765 재판취소
21002,전문,2,청　구　인　이 ○ 훈○
21002,전문,3,대리인 변호사 김○
21002,전문,4,[주      문]
21002,전문,5,이 사건 심판청구를 각하한다.
21002,전문,6,[이      유]
21002,전문,7,1.사건의 개요
21002,전문,8,청구인은 특정범죄가중처벌등에관한법률위반(사기)등 혐의로 기소되어 대법원에서 유죄확정된 자인바(대법원 2012.7.26.
21002,전문,9,"선고 2012도2937 판결), 청구인은 위 대법원 판결이 진술조서 등의 증거능력과 관련하여 형사소송법을 위반하였다고 주장하며 위 대법원 판결의 취소를 구하는 취지의 이 사건 헌법소원심판을 청구하였다."
21002,전문,10,2.판단
21002,전문,11,헌법재판소법 제68조 제1항의 헌법소원은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 청구할 수 있으나 그것이 ‘법원의 재판’인 경우에는 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우가 아닌 한 원칙적으로 헌법소원심판의 대상이 되지 아니한다(헌재 1998.7.16.
21002,전문,12,"95헌마77, 판례집 10-2, 267, 273 등)."
21002,전문,13,"살피건대, 청구인이 심판대상으로 구하고 있는 위 대법원 판결은 법원의 재판에 해당하므로 원칙적으로 헌법소원의 대상이 되지 아니하고, 나아가 위 판결이 헌법재판소가 이미 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우에 해당하지 않는다."
21002,전문,14,3.결론
21002,전문,15,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
21002,전문,16,2012.10.9.
