결정례일련번호,구분,문장번호,내용
160275,전문,1,사  건  2020헌바410 구 아동·청소년의 성보호에 관한 법률 제11조 제5항 등 위헌소원
160275,전문,2,청 구 인  김○○○
160275,전문,3,대리인 변호사 우동형
160275,전문,4,"당 해 사 건  대법원 2020도6077 아동·청소년의성보호에관한법률위반(음란물제작·배포등), 아동·청소년의성보호에관한법률위반(음란물소지)[주  문]"
160275,전문,5,이 사건 심판청구를 각하한다.[이  유]
160275,전문,6,1.사건개요
160275,전문,7,"청구인은 아동·청소년의성보호에관한법률위반(음란물소지)죄 등으로 인천지방법원에서 징역 5년 형 등을 선고받고(인천지방법원 2019고합739)항소하였으며, 항소심 법원은 원심 선고형이 너무 무거워 부당하다는 이유로 원심판결을 파기하고 징역 4년 형 등을 선고하였다(서울고등법원 2020노172)."
160275,전문,8,이에 청구인은 상고하였으나 기각되었다(대법원2020도6077).
160275,전문,9,청구인은 위 상고심 계속 중 ‘아동·청소년의 성보호에 관한 법률’ 제11조 제5항 및 제2조 제5호 중 ‘아동·청소년으로 명백하게 인식될 수 있는 표현물’ 부분에 대하여 위헌법률심판제청신청을 하였으나 2020.7.9.
160275,전문,10,"기각되자(대법원 2020초기554), 2020.8.17."
160275,전문,11,이 사건 헌법소원심판을 청구하였다.
160275,전문,12,2.판단
160275,전문,13,헌법재판소법 제68조 제2항에 따른 헌법소원심판은 위헌 여부 심판의 제청신청을 기각하는 결정을 통지받은 날부터 30일 이내에 청구하여야 한다(헌법재판소법 제69조 제2항).
160275,전문,14,기록에 의하면 청구인은 2020.7.14.
160275,전문,15,"위헌법률심판제청신청 기각 결정문을 송달받은 사실이 인정되는바, 이 사건 심판청구는 그로부터 30일이 도과한 2020.8.17."
160275,전문,16,제기되었으므로 청구기간을 도과하여 부적법하다.
160275,전문,17,3.결론
160275,전문,18,그렇다면 이 사건 심판청구를 각하하기로 하여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
