결정례일련번호,구분,문장번호,내용
24747,전문,1,사건      2013헌마489  재판취소
24747,전문,2,청구인      강 ○ 운
24747,전문,3,[주문]
24747,전문,4,이 사건 심판청구를 각하한다.
24747,전문,5,[이유]
24747,전문,6,1.사건의 개요
24747,전문,7,"청구인은 무고죄로 유죄확정판결을 받고(서울서부지방법원 2012고단1727, 서울서부지방법원 2012노124, 대법원 2013도4496)현재 서울남부구치소에서 형집행 중인 사람으로, 위 판결은 위조된 등기권리증을 진정한 것으로 인정하는 등 위법한 것이고, 위법한 판결에 의해 청구인에 대하여 한 형집행지휘는 청구인의 기본권을 침해한다고 주장하며 그 취소를 구하는 이 사건 헌법소원심판을 청구하였다."
24747,전문,8,2.판단
24747,전문,9,"헌법소원은 다른 법률에 구제절차가 있는 경우에는 그 절차를 모두 거친 후에 심판청구를 하여야 한다.그런데 형사재판의 집행은 원칙적으로 재판확정 후 그 재판을 한 법원에 대응하는 검찰청 검사의 지휘로 집행하고(형사소송법 제459조, 제460조 참조), 그러한 재판의 집행을 받은 자는 집행에 관한 검사의 처분이 부당할 경우 그 재판을 선고한 법원에 이의신청을 할 수 있다(형사소송법 제489조 참조)."
24747,전문,10,따라서 검사의 형집행지휘처분에 대하여 형사소송법에 의한 구제방법인 이의신청을 함이 없이 곧바로 제기된 이 사건 헌법소원은 보충성의 요건에 반하는 것으로서 부적법하다.
24747,전문,11,3.결론
24747,전문,12,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
24747,전문,13,2013.7.23.
