결정례일련번호,구분,문장번호,내용
21654,전문,1,사      건      2012헌마869  재판취소
21654,전문,2,청  구  인      김 ○ 길
21654,전문,3,[주문]
21654,전문,4,이 사건 심판청구를 각하한다.
21654,전문,5,[이유]
21654,전문,6,1.사건의 개요
21654,전문,7,"청구인은 재물손괴 혐의로 기소된 자인바, 1심에서 징역형을 선고받고(부산지방법원 2009.12.22."
21654,전문,8,"선고 2009고단3562), 항소 및 상고하였으나 모두 기각되었다(부산지방법원 2010.6.10."
21654,전문,9,"선고 2010노28, 대법원 2010.8.19."
21654,전문,10,선고 2010도8023).
21654,전문,11,"이에 청구인은 항소심이 공판조서 기재오류, 증거판단 착오 등의 위법을 범하였다고 주장하며 항소심 판결의 취소를 구하는 취지의 이 사건 헌법소원심판을 청구하였다."
21654,전문,12,2.판단
21654,전문,13,헌법재판소법 제68조 제1항의 헌법소원은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자가 청구할 수 있으나 그것이 ‘법원의 재판’인 경우에는 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우가 아닌 한 원칙적으로 헌법소원심판의 대상이 되지 아니한다(헌재 1998.7.16.
21654,전문,14,"95헌마77, 판례집 10-2, 267, 273 등)."
21654,전문,15,"살피건대, 청구인이 심판대상으로 구하고 있는 판결은 법원의 재판에 해당하므로 원칙적으로 헌법소원의 대상이 되지 아니하고, 나아가 위 판결이 헌법재판소가 이미 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해하는 경우에 해당한다고 보이지도 않는다."
21654,전문,16,3.결론
21654,전문,17,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
21654,전문,18,2012.11.20.
