결정례일련번호,구분,문장번호,내용
44141,전문,1,사 건 2015헌마53 디엔에이신원확인정보의 이용 및 보호에 관한 법률 위헌확인
44141,전문,2,청 구 인 최 ○ 숙
44141,전문,3,[주 문]
44141,전문,4,이 사건 심판청구를 각하한다.[이 유]
44141,전문,5,1.사건개요
44141,전문,6,가.청구인은 2013.6.13.
44141,전문,7,"17:40경 부산 수영구 ○○동에 있는 ‘○○고시텔’에서 퇴거문제로 다투어 감정이 좋지 않던 고시텔운영자 김○ ○ 경을 발견하자 화가 나 손으로 김○ ○ 경의 팔을 잡아 밀고 당기고, 그 과정에서 바닥에 넘어진 청구인이 식칼로 자신의 몸 위에 앉아 있는 김○ ○ 경의 다리 부위를 찔렀다.이로 인해 청구인은 폭력행위 등 처벌에 관한 법률 위반(집단ㆍ흉기등상해)죄 등으로 징역 1년 6월에 집행유예 2년의 형을 선고받았고{부산지방법원 동부지원 2013고단2187, 2013고단2283(병합)}, 이에 대한 청구인의 항소(부산지방법원 2013노3017)및 상고(대법원 2013도15333)가 모두 기각되어 2014.1.22."
44141,전문,8,위 징역형의 판결이 확정되었다.
44141,전문,9,"나.부산지방검찰청 동부지청은 위와 같이 폭력행위 등 처벌에 관한 법률 위반(집단ㆍ흉기등상해)죄에 대한 형이 확정되자, 2014.2.3.경 청구인에게 ‘디엔에이신원확인정보의 이용 및 보호에 관한 법률’(이하 ‘디엔에이법’이라고만 한다)에서 규정한 디엔에이 채취 대상자임을 알리면서 디엔에이 채취를 위하여 부산지방검찰청 동부지청으로 출석할 것을 요구하는 안내문을 송달하였고, 청구인이 디엔에이 채취에 응하지 않자 2014.6.25.경과 2014.12.17.경에도 동일한 내용의 출석안내문을 송달하였다."
44141,전문,10,다.청구인은 2015.1.16.
44141,전문,11,자신과 같은 경우에도 디엔에이를 채취할 수 있도록 한 디엔에이법은 위헌이라고 주장하면서 이 사건 헌법소원심판청구를 하였다.
44141,전문,12,2.판단
44141,전문,13,"법령에 대한 헌법소원의 청구기간은 그 법령의 시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 법령이 시행된 날로부터 1년 이내에 헌법소원을 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 헌법소원을 청구하여야 한다(헌법재판소법 제69조 제1항."
44141,전문,14,헌재 1998.7.16.
44141,전문,15,95헌바19등 참조).
44141,전문,16,"청구인은 폭력행위 등 처벌에 관한 법률 위반(집단ㆍ흉기등상해)죄 등이 징역형의 유죄판결로 확정되어 최초 디엔에이의 채취를 요구받은 2014.2.3.경 디엔에이법에 의한 기본권 침해 사유가 발생하였음을 알았다고 할 것인바, 그로부터 90일이 훨씬 경과한 2015.1.16."
44141,전문,17,제기한 이 사건 심판청구는 청구기간이 도과되어 부적법하다 할 것이다.
44141,전문,18,3.결론
44141,전문,19,그렇다면 헌법재판소법 제72조 제3항 제2호에 의하여 이 사건 심판청구를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
