결정례일련번호,구분,문장번호,내용
151400,전문,1,사 건 2018헌바489 성폭력범죄의 처벌 등에 관한 특례법 제13조 위헌소원
151400,전문,2,청 구 인 김○○○
151400,전문,3,"대리인 변호사 한○, 박○"
151400,전문,4,당 해 사 건 부산지방법원 서부지원 2018고정204 성폭력범죄의처벌등에관한특례법위반(통신매체이용음란)[주 문]
151400,전문,5,성폭력범죄의 처벌 등에 관한 특례법(2012.12.18.
151400,전문,6,"법률 제11556호로 전부개정된 것)제13조 중 ‘자기의 성적 욕망을 유발하거나 만족시킬 목적으로 전화, 우편, 컴퓨터, 그 밖의 통신매체를 통하여 성적 수치심이나 혐오감을 일으키는 말, 음향, 글, 그림, 영상 또는 물건을 상대방에게 도달하게 한 사람은 2년 이하의 징역 또는 500만 원 이하의 벌금에 처한다’는 부분은 헌법에 위반되지 아니한다.[이 유]"
151400,전문,7,1.사건개요
151400,전문,8,청구인은 2018.11.23.
151400,전문,9,‘2017.8.3.
151400,전문,10,"23:03경 피해자에게 카카오톡으로 성적 수치심을 유발하는 내용의 메시지를 보냈다’는 범죄사실로 ‘성폭력범죄의 처벌 등에 관한 특례법’ 제13조가 적용되어 벌금 100만 원 및 40시간의 성폭력 치료프로그램 이수를 선고받고(부산지방법원 서부지원 2018고정204), 항소하여 현재 항소심 계속 중이다(부산지방법원 2018노4450)."
151400,전문,11,청구인은 위 제1심 재판 계속 중이던 2018.5.31.
151400,전문,12,처벌의 근거조항인 ‘성폭력범죄의 처벌 등에 관한 특례법’ 제13조에 대하여 위헌법률심판제청신청을 하였으나 2018.11.23.
151400,전문,13,"각하 및 기각되자(부산지방법원 서부지원 2018초기224), 2018.12.7."
151400,전문,14,이 사건 헌법소원심판을 청구하였다.
151400,전문,15,2.심판대상
151400,전문,16,"청구인은 ‘성폭력범죄의 처벌 등에 관한 특례법’ 제13조 전체에 대하여 심판청구를 하였으나, 청구인의 행위는 ‘자기의 성적 욕망을 유발하거나 만족시킬 목적’에 의한 것이므로, 당해사건에 적용되는 부분으로 심판대상을 한정한다.따라서 이 사건 심판대상은 ‘성폭력범죄의 처벌 등에 관한 특례법’(2012.12.18."
