결정례일련번호,구분,문장번호,내용
151847,전문,1,사 건 92헌마9 개별화물운송사업 면허신청거부처분에 대한 헌법소원
151847,전문,2,청 구 인 이 ○ 재
151847,전문,3,"대리인 변호사 정 인 봉, 전 문 영"
151847,전문,4,피청구인 서울특별시장
151847,전문,5,대리인 변호사 민 경 택
151847,전문,6,[주 문]
151847,전문,7,이 사건 심판청구를 각하한다.[이 유]
151847,전문,8,"1.청구인의 이 사건 심판청구의 요지는, 청구인은 1989.10.31."
151847,전문,9,현재 청구외 ○○주식회사에 지입한 서울 8아○○○호 2.5톤 화물자동차의 지입차주로서 1989.12.12.
151847,전문,10,"서울특별시장에게 화물자동차 운송사업면허신청을 하였으나 같은해 12.19.서울특별시장으로부터 자동차등록원부상의 소유자인 지입회사의 차량양도확인서 및 인감증명서가 미비되었고 위 차량에 대한 운송사업면허가 이미 취소되었다는 이유로 면허신청거부처분을 받았던 바,이로인해 청구인의 헌법상의 재산권이 침해당하였으니 구제하여 달라는 것이다."
151847,전문,11,"2.직권으로 이 사건 심판청구의 요건구비여부에 관하여 보건대, 헌법재판소법 제69조 제1항 단서에 의하면 다른 법률에 의한 구제절차를 거친 헌법소원의 심판은 그 최종결정을 통지받은 날로부터 30일이내에 청구하여야 하는 바, 기록에 의하면 청구인은 위 처분에 대하여 1990.4.4."
151847,전문,12,서울고등법원에 90구5308 개별화물운송사업 면허신청 거부처분취소의 소를 제기하여 1991.1.16.
151847,전문,13,청구기각판결을 선고받은 후 대법원 91누2113으로 상고하였으나 1991.11.26.
151847,전문,14,상고기각판결이 선고되어 같은해 12.4.그 재판정본을 송달받은 사실이 인정된다.그렇다면 이 사건과 같이 구제절차로서 법원의 재판을 거친후에 기본권 침해의 사유가 있다 하여 원래의 행정처분에 대한 헌법소원을 제기할 수 있는가 하는 문제는 별론으로 하고 1992.1.15.
151847,전문,15,당 재판소에 제기된 이 사건 심판청구는 이미 위 송달일로부터 30일이 경과한 이후에 청구된 것으로서 부적법한 것이므로 이를 각하하기로 하여 재판관 전원의 의견일치에 따라 주문과 같이 결정한다.
