결정례일련번호,구분,문장번호,내용
47283,판시사항,1,가.국민참여재판의 대상사건을 형사사건 중 합의부 관할사건으로 한정한 ‘국민의 형사재판 참여에 관한 법률’(2012.1.17.
47283,판시사항,2,"법률 제11155호로 개정된 것, 이하, ‘국민참여재판법’이라 한다)제5조 제1항 제1호(이하, ‘이 사건 법률조항’이라 한다)가 피고인의 무죄추정의 원칙을 침해하는지 여부(소극)나.국민참여재판법이 정하는 국민참여재판을 받을 권리가 헌법상 재판을 받을 권리로서 보장되는지 여부(소극)다.이 사건 법률조항이 평등권을 침해하는지 여부(소극)"
47283,결정요지,3,"가.기소된 범죄가 합의부 관할사건인 경우에만 피고인에게 국민참여재판 신청권을 부여한 이 사건 법률조항은 피고인에 대한 범죄사실 인정이나 유죄판결을 전제로 하여 불이익을 과하는 것이 아니므로 무죄추정의 원칙과 무관하다.나.헌법과 법률이 정한 법관에 의한 재판을 받을 권리는 직업법관에 의한 재판을 주된 내용으로 하는 것이므로, 국민참여재판을 받을 권리가 헌법 제27조 제1항에서 규정한 재판을 받을 권리의 보호범위에 속한다고 볼 수 없다.다.형사사건의 다수를 차지하는 단독판사 관할사건까지 국민참여재판의 대상사건으로 할 경우, 한정된 인적ㆍ물적자원만으로는 현실적으로 제도 운영에 어려움이 있는 점, 합의부 관할사건이 일반적으로 단독판사 관할사건보다 사회적 파급력이 큰 점 등에 비추어 보면, 이 사건 법률조항이 단독판사 관할사건으로 재판받는 피고인과 합의부 관할사건으로 재판받는 피고인을 다르게 취급하고 있는 것은 합리적인 이유가 있으므로 이 사건 법률조항은 평등권을 침해하지 않는다."
47283,전문,4,[당 사 자]
47283,전문,5,청 구 인 장 ○ 화
47283,전문,6,대리인 변호사 이○
47283,전문,7,당해사건 창원지방법원 2014고단1187 재물손괴 등
47283,전문,8,[이           유]
47283,전문,9,1.사건개요
47283,전문,10,청구인은 2014.5.22.
47283,전문,11,"재물손괴 및 공무집행방해죄로 기소되어 재판을 받던 중(창원지방법원 2014고단1187), 합의부 관할사건이 아니라는 이유만으로 국민참여재판 대상에서 배제한 ‘국민의 형사재판 참여에 관한 법률’(이하 ‘국민참여재판법’이라 한다)제5조 제1항 제1호가 재판청구권 등을 침해하여 위헌이라고 주장하며 위헌법률심판제청신청을 하였다(창원지방법원 2014초기646)."
47283,전문,12,위 법원은 2014.10.14.
47283,전문,13,"청구인에게 징역 10월을 선고하면서, 위헌법률심판제청신청을 기각하였다.이에 청구인은 2014.11.12."
47283,전문,14,이 사건 헌법소원심판을 청구하였다.
47283,전문,15,2.심판대상
47283,전문,16,이 사건 심판대상은 국민참여재판의 대상사건을 형사사건 중 합의부 관할사건으로 한정한 국민참여재판법(2012.1.17.
47283,전문,17,법률 제11155호로 개정된 것)제5조 제1항 제1호(이하 ‘이 사건 법률조항’이라 한다)가 헌법에 위반되는지 여부이다
47283,전문,18,심판대상조항 및 관련조항의 내용은 다음과 같다.[심판대상조항]
47283,전문,19,국민참여재판법 (2012.1.17.
47283,전문,20,법률 제11155호로 개정된 것)제5조 (대상사건)① 다음 각 호에 정하는 사건을 국민참여재판의 대상사건(이하 “대상사건”이라 한다)으로 한다.1.법원조직법 제32조 제1항(제2호 및 제5호는 제외한다)에 따른 합의부 관할 사건
47283,전문,21,[관련조항]
47283,전문,22,구 법원조직법 (2012.12.18.
47283,전문,23,"법률 제11554호로 개정되고, 2014.12.30."
47283,전문,24,법률 제12886호로 개정되기 전의 것)제32조 (합의부의 심판권)① 지방법원과 그 지원의 합의부는 다음의 사건을 제1심으로 심판한다.1.합의부에서 심판할 것으로 합의부가 결정한 사건
47283,전문,25,2.민사사건에 관하여는 대법원규칙으로 정하는 사건
47283,전문,26,"3.사형ㆍ무기 또는 단기 1년 이상의 징역 또는 금고에 해당하는 사건.다만, 아래에 열거하는 사건을 제외한다.가.삭제"
47283,전문,27,"나.형법 제331조, 제332조(제331조의 상습범에 한한다)와 그 각 미수죄에 해당하는 사건"
47283,전문,28,"다.폭력행위등처벌에관한법률 제2조 제1항ㆍ제3항, 제3조 제1항ㆍ제2항, 제6조(제2조 제1항ㆍ제3항, 제3조 제1항ㆍ제2항의 미수죄에 한한다), 제9조에 해당하는 사건"
47283,전문,29,라.병역법 위반사건
47283,전문,30,"마.「특정범죄 가중처벌 등에 관한 법률」 제5조의3 제1항, 제5조의4 제1항ㆍ제4항ㆍ제5항(제1항ㆍ제4항에 해당하는 죄에 한한다), 제5조의11에 해당하는 사건"
47283,전문,31,바.보건범죄단속에관한특별조치법 제5조에 해당하는 사건
47283,전문,32,사.부정수표단속법 제5조에 해당하는 사건
47283,전문,33,아.「도로교통법」 제148조의2 제1항ㆍ제2항 제1호에 해당하는 사건
47283,전문,34,4.제3호의 사건과 동시에 심판할 공범사건
47283,전문,35,5.지방법원판사에 대한 제척ㆍ기피사건
47283,전문,36,6.다른 법률에 의하여 지방법원합의부의 권한에 속하는 사건
47283,전문,37,형법 (1995.12.29.
47283,전문,38,"법률 5057호로 개정된 것)제136조 (공무집행방해)① 직무를 집행하는 공무원에 대하여 폭행 또는 협박한 자는 5년 이하의 징역 또는 1천만 원 이하의 벌금에 처한다.제366조 (재물손괴)타인의 재물, 문서 또는 전자기록 등 특수매체기록을 손괴 또는 은닉 기타 방법으로 기 효용을 해한 자는 3년 이하의 징역 또는 700만 원 이하의 벌금에 처한다."
47283,전문,39,3.청구인의 주장
47283,전문,40,"이 사건 법률조항이 공무집행방해죄와 같이 5년의 징역형 선고도 가능한 단독판사 관할사건을 국민참여재판의 대상 범죄에서 배제한 것은 청구인의 평등권, 무죄추정의 원칙, 재판을 받을 권리를 침해한다."
47283,전문,41,4.판단
47283,전문,42,가.쟁점의 정리
47283,전문,43,"이 사건 법률조항은 법정형을 기준으로 국민참여재판의 대상범죄를 한정하고 있어, 범죄에 따라 재판절차가 달라지므로 평등권을 침해하는 것은 아닌지 문제된다.그러나 청구인의 주장 중, 헌법 제27조 제4항에서 규정하고 있는 무죄추정의 원칙은 피고인이나 피의자를 유죄의 판결이 확정되기 전에 죄 있는 자에 준하여 취급함으로써 법률적, 사실적 측면에서 유형, 무형의 불이익을 주어서는 아니 된다는 것이어서, 기소된 범죄가 합의부 관할사건인 경우에만 피고인에게 국민참여재판 신청권을 부여한 이 사건 법률조항은 피고인에 대한 범죄사실 인정이나 유죄판결을 전제로 하여 불이익을 과하는 것이 아니므로 무죄추정의 원칙과 무관하다.그리고 우리 헌법상 헌법과 법률이 정한 법관에 의한 재판을 받을 권리라 함은 직업법관에 의한 재판을 주된 내용으로 하는 것이므로, ‘국민참여재판을 받을 권리’는 헌법 제27조 제1항에서 규정한 재판을 받을 권리의 보호범위에 속한다고 볼 수 없다(헌재 2002.2.28."
47283,전문,44,2001헌가18; 헌재 2009.11.26.
47283,전문,45,2008헌바12; 헌재 2014.1.28.
47283,전문,46,2012헌바298 등 참조).
