결정례일련번호,구분,문장번호,내용
148125,전문,1,사 건 2000헌마447 구 특정건축물정리에관한특별조치법 제4조 등 위헌확인
148125,전문,2,청 구 인 황 ○ 환
148125,전문,3,[주 문]
148125,전문,4,이 사건 심판청구를 각하한다.[이 유]
148125,전문,5,1.사건의 개요
148125,전문,6,"(1)서울 성북구 돈암동 대지는 청구외 ○○사(속칭 □□사)의 소유이고, 그 지상의 건물은 청구인의 모인 송 ○ 선이 청구인의 부 황 ○ 동의 이름으로 매수하여 식당으로 사용하다가 그 후 몇 채의 건물(이하 ‘이 사건 건물들’이라 한다)을 건축허가를 받지 않고 건축 또는 증ㆍ개축하여 계속 사용하여 왔다."
148125,전문,7,(2)1981.경 정부는 구 특정건축물정리에관한특별조치법(1981.12.31.
148125,전문,8,법률 제3533호로 제정되었다가 1985.6.30.
148125,전문,9,"폐지된 것, 이하 ‘법’이라 줄여쓴다)에 의하여 무허가건축물인 이 사건 건물들을 신고하도록 지도하였고, 이에 청구인은 이 사건 건물들에 거주하는 사실상의 소유자로서 토지 소유자인 위 ○○사로부터 대지사용승락서를 받아 법 제4조 제1항에 따라 신고하여 이 사건 건물들에 대하여 1985.1.23."
148125,전문,10,성북구청으로부터 준공검사필증을 교부받고 같은 해 4.8.청구인 명의로 소유권보존등기를 경료하였다.
148125,전문,11,"(3)그 후 청구인의 부와 모가 각 1990.및 1995.에 사망하자 청구인의 형제들인 청구외 황○○, 황○△환은 이 사건 건물들이 상속재산임을 주장하여 청구인을 상대로 진정명의회복을 원인으로 한 소유권이전등기청구를 제기ㆍ승소하여 그 상속지분에 따른 소유권이전등기를 경료하였다."
148125,전문,12,"(4)이에 청구인은 법 제3조에 의한 신고대상건물에 사실상 거주하던 자들을 위하여 신고 및 이에 대한 심사절차를 마련하지 않은 법 제4조 제1항 및 제7조 제1호가 청구인의 재산권을 침해한다고 주장하면서, 이 법률조항들의 위헌확인을 구하기 위하여 2000.7.13."
148125,전문,13,이 사건 헌법소원심판을 청구하였다.
148125,전문,14,2.심판의 대상
148125,전문,15,"따라서 이 사건 심판의 대상은 법 4조 제1항 및 제7조 제1호(이하 ‘이 사건 법률조항’이라 한다)의 위헌여부이고, 그 내용은 다음과 같다.법 제4조(신고)①제3조의 규정에 의한 대상건축물의 건축주 또는 소유자(이하 “소유자”라 한다)는 대상건축물에 관하여 대통령령이 정하는 기간내에 건축사가 작성한 설계도서 및 현장조사서를 첨부하여 서울특별시장ㆍ직할시장ㆍ시장 또는 군수(이하 “시장ㆍ군수”라 한다)에게 신고하여야 한다.다만, 대상건축물중 무허가건축물 및 대통령령이 정하는 국가시책사업으로 건축 또는 개량한 건축물에 대하여는 시장ㆍ군수가 작성한 현장조사서로써 신고에 갈음할 수 있다.② 생략"
148125,전문,16,법 제7조(대상건축물의 심의기준)제3조의 대상건축물에 대하여 준공검사필증을 교부하고자 하는 경우에는 다음 각호의 규정에 적합하여야 한다.1.자기소유대지(사용승락을 받은 타인소유대지를 포함한다)또는 국ㆍ공유지에 건축된 건축물일 것
148125,전문,17,2.생략
148125,전문,18,3.판단
148125,전문,19,"(1)헌법재판소법 제69조 제1항에 의하면 헌법소원의 심판은 기본권침해의 사유가 있음을 안 날로부터 60일 이내에, 그 사유가 있은 날로부터 180일 이내에 청구하여야 한다.그리하여 법령소원의 경우에는 원칙적으로 그 법령의 시행과 동시에 기본권의 침해를 받게 된다 할 것이므로, 그 법령이 시행된 사실을 안 날로부터 60일 이내에, 그 법령이 시행된 날로부터 180일 이내에 청구해야 한다.다만, 법령이 시행된 후에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 경우에는 그 사유가 발생하였음을 안 날로부터 60일 이내에, 그 사유가 발생한 날로부터 180일 이내에 청구하여야 함이 우리 재판소의 확립된 판례이다(헌재 1993.7.14."
148125,전문,20,"93헌마137, 판례집 5-2, 1, 3; 헌재 1996.2.29."
148125,전문,21,"94헌마13, 판례집 8-1, 126, 136 등 참조)."
148125,전문,22,"(2)청구인이 이 사건 법률조항에 의하여 기본권을 침해받았다면 청구인은 늦어도 청구외 황○, 황○이 청구인을 피고로 하여 제기한 진정명의회복을 위한 소유권이전등기청구에 대하여 법원이 이 사건 법률조항을 적용하여 원고승소판결을 한 1996.4.9."
148125,전문,23,또는 이에 불복하여 청구인이 항소를 제기한 1997.9.9.
148125,전문,24,에는 이 사건 법률조항에 해당하는 기본권침해의 사유가 발생하였음을 알았다고 할 것이다.그렇다면 그 때로부터 60일이 경과하였음이 분명한 2000.7.13.에 제기된 이 사건 심판청구는 청구기간을 경과한 것이어서 부적법하다.
148125,전문,25,3.결론
148125,전문,26,결국 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
