결정례일련번호,구분,문장번호,내용
53787,전문,1,사 건 2017헌마9 형사소송법 구속기간 연장 조항 위헌확인
53787,전문,2,청 구 인 진 ○ 현
53787,전문,3,[주 문]
53787,전문,4,이 사건 심판청구를 각하한다.[이 유]
53787,전문,5,1.사건개요
53787,전문,6,청구인은 국가보안법위반(찬양ㆍ고무등)죄 등으로 기소되어 2016.9.30.
53787,전문,7,"징역 1년 6월 및 자격정지 1년 6월을 선고받았고[창원지방법원 2015노1668, 2016노1859(병합)], 같은 날 상고하여 현재 상고심 계속 중이다(대법원 2016도16419)."
53787,전문,8,"청구인은 구속기간 갱신을 규정하고 있는 형사소송법 제92조 제2항(이하 ‘심판대상조항’이라 한다)이 청구인의 기본권을 침해한다고 주장하면서, 2017.1.4."
53787,전문,9,그 위헌확인을 구하는 헌법소원심판을 청구하였다.
53787,전문,10,2.판단
53787,전문,11,"법령에 대한 헌법소원은 법령시행과 동시에 기본권의 침해를 받게 되는 경우에는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 법령이 시행된 날로부터 1년 이내에 헌법소원을 청구하여야 하고, 법령이 시행된 뒤에 비로소 그 법령에 해당되는 사유가 발생하여 기본권의 침해를 받게 되는 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 헌법소원을 청구하여야 한다(헌재 2003.9.25."
53787,전문,12,2001헌마93등 참조).
53787,전문,13,심판대상조항은 2008.1.1.
53787,전문,14,"시행되었다.청구인은 창원지방법원 제3형사부의 구속기간갱신결정에 대하여 2016년 9월에 항고하였다고 주장하므로, 그 무렵 심판대상조항에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 사실을 알았다고 봄이 타당하다.청구인은 그로부터 90일이 경과하였음이 역수상 명백한 2017.1.4.에야 이 사건 헌법소원심판을 청구하였으므로, 이 사건 심판청구는 청구기간을 도과하여 부적법하다."
53787,전문,15,3.결론
53787,전문,16,이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
