결정례일련번호,구분,문장번호,내용
50769,전문,1,사 건 2016헌마579 기숙사퇴사 처분 취소
50769,전문,2,청 구 인 최 ○ 서
50769,전문,3,[주 문]
50769,전문,4,이 사건 심판청구를 각하한다.[이 유]
50769,전문,5,1.사건개요
50769,전문,6,가.청구인은 2016.2.26.
50769,전문,7,수원지방법원 2016구합460호로 ○○대학교총장을 상대로 기숙사퇴사처분무효소송을 제기하였다가 2016.6.21.
50769,전문,8,위 소를 취하하였다.
50769,전문,9,나.한편 청구인은 2016.6.22.
50769,전문,10,서울행정법원 2016구합66858호로 ○○대학교를 상대로 대학교 기숙사퇴사처분 취소 등 소송을 제기하였다.청구인은 같은 날 위 소송과 관련하여 서울행정법원 2016아11125호로 소송구조신청을 하였으나 위 법원은 2016.6.27.
50769,전문,11,"이송결정을 하였고, 청구인은 2016.6.28."
50769,전문,12,위 결정에 항고하였다.
50769,전문,13,"다.청구인은 수원지방법원 2016구합460호에 대하여 제소기간과 관계없이 재개시할 것을 구하고, 서울행정법원 2016아11125호에서 소송구조결정을 받을 수 있도록 위 법원 2016구합66858호의 사건명을 기숙사퇴사처분 취소 등으로 변경하여 달라는 취지로 헌법소원심판을 청구하였다(2016헌마530)."
50769,전문,14,헌법재판소는 2016.7.12.
50769,전문,15,"청구인이 수원지방법원 2016구합460호의 소를 취하하는 과정에서 어떠한 공권력 행사가 존재한다고 볼 수 없고, 서울행정법원 2016아11125호 이송결정은 예외적으로 헌법소원의 대상이 되는 법원의 재판에 해당한다고 볼 수 없을 뿐 아니라 소송 계속 중인 사건의 사건명을 변경하는 것은 헌법재판소법이 예정하고 있는 헌법소원에 해당하지 않는다는 등의 이유로 청구인의 심판청구를 각하하였다."
50769,전문,16,라.청구인은 2016.7.13.
50769,전문,17,위 2016헌마530 결정을 다투면서 수원지방법원 2016구합460호에 관하여 제소기간과 관계 없이 다시 소송을 진행하여 달라는 취지로 이 사건 헌법소원심판을 청구하였다.
50769,전문,18,2.판단
50769,전문,19,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없고(헌법재판소법 제39조), 헌법재판소의 결정에 대하여는 원칙적으로 불복신청이 허용되지 아니한다(헌재 1998.10.21."
50769,전문,20,94헌마193; 헌재 1998.10.19.
50769,전문,21,98헌마342 참조).
50769,전문,22,따라서 헌법재판소가 이미 각하결정을 한 2016헌마530 결정에 대해 불복하는 취지의 이 사건 헌법소원심판청구는 부적법하다.
50769,전문,23,3.결론
50769,전문,24,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
