결정례일련번호,구분,문장번호,내용
189423,전문,1,【당 사 자】
189423,전문,2,사		건	2024헌바50    형사소송법 제18조 제2항 위헌소원
189423,전문,3,청	구	인	정○○○
189423,전문,4,당	해	사	건	서울북부지방법원 2022고단3270  사문서위조등
189423,전문,5,결       정	일	2024.3.19.
189423,전문,6,【주 문】
189423,전문,7,이 사건 심판청구를 각하한다.【이 유】
189423,전문,8,"헌법재판소법 제68조 제2항에 의한 헌법소원은 법률이 헌법에 위반되는지 여부가 당해 사건의 재판의 전제가 되어야 한다.그리고 재판의 전제가 된다고 하려면 위헌법률심판제청신청 시 구체적 사건이 법원에 계속 중이어야 하고, 그 법률이 당해 사건 재판에서 적용되는 법률이어야 하며, 그 법률의 위헌 여부에 따라 재판의 주문이 달라지거나 그 내용과 효력에 관한 법률적 의미가 달라져야 한다(헌재 1995.7.21."
189423,전문,9,93헌바46; 헌재 2014.12.9.
189423,전문,10,2014헌바462 참조).
189423,전문,11,청구인은 기피신청에 대한 재판이 아닌 본안 재판(서울북부지방법원 2022고단3270호)에서 형사소송법 제18조 제1항 제2호에 대하여 위헌법률심판 제청신청을 하였다.그런데 형사소송법 제18조 제1항 제2호는 기피사유에 관한 조항이므로 본안 재판인 당해 사건에는 적용되지 아니하며 그 위헌 여부에 따라 재판의 주문이 달라지거나 그 내용과 효력에 관한 법률적 의미가 달라지지 않는다.따라서 형사소송법 제18조 제1항 제2호의 위헌 확인을 구하는 이 사건 심판청구는 재판의 전제성이 인정되지 아니한다.그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
189423,전문,12,"재판장,이○,문○,정○"
