결정례일련번호,구분,문장번호,내용
148356,전문,1,사 건 2018헌마718 기소유예처분취소
148356,전문,2,청 구 인 이 ○ 영
148356,전문,3,[주 문]
148356,전문,4,이 사건 심판청구를 각하한다.[이 유]
148356,전문,5,1.사건개요
148356,전문,6,청구인은 수원지방검찰청 2017년 형제48430호 기소유예처분에 대한 헌법소원심판 청구가 기각되자(헌재 2018.5.31.
148356,전문,7,"2017헌마1054), 이에 불복하여 위 기소유예처분에 대한 헌법소원심판을 청구하였으나 모두 일사부재리원칙 위배 등을 이유로 각하되었다(헌재 2018.6.19."
148356,전문,8,2018헌마565; 헌재 2018.7.10.
148356,전문,9,2018헌마641).
148356,전문,10,청구인은 2018.7.12.
148356,전문,11,또 다시 위 기소유예처분의 취소를 구하는 헌법소원심판을 청구하였다.
148356,전문,12,2.판단
148356,전문,13,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없는데(헌법재판소법 제39조), 이 사건 헌법소원심판청구는 2017헌마1054 결정 등에 대한 단순한 불복신청에 불과하므로 허용되지 않는 심판청구라 할 것이다.이 사건 청구를 위 결정에 대하여 재심을 구하는 취지로 보더라도, 청구인은 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 주장하고 있지 않다."
148356,전문,14,3.결론
148356,전문,15,이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
