결정례일련번호,구분,문장번호,내용
46680,전문,1,사 건 2015헌마583 특정범죄 가중처벌 등에 관한 법률 제5조의4 제6항 위헌확인
46680,전문,2,청 구 인 권 ○ 현
46680,전문,3,[주 문]
46680,전문,4,이 사건 심판청구를 각하한다.[이 유]
46680,전문,5,1.사건개요
46680,전문,6,청구인은 상습절도죄 등으로 ‘특정범죄 가중처벌 등에 관한 법률’(이하 ‘특가법’이라 한다)제5조의4 제6항이 적용되어 2013.5.14.
46680,전문,7,"징역 7년을 선고받고(인천지방법원 2012고합1299), 항소하여 2013.11.15."
46680,전문,8,"항소심에서 징역 5년을 선고받은 후(서울고등법원 2013노1847), 상소를 포기함으로써 그 무렵 위 형이 확정되었다.청구인은 헌법재판소가 특가법 제5조의4 제1항에 대하여 위헌결정을 하였으므로 (헌재 2015.2.26."
46680,전문,9,"2014헌가16등), 특가법 제5조의4 제1항의 죄를 범하였음을 전제로 적용되는 특가법 제5조의4 제6항에 대하여도 위헌결정을 하여야 한다고 주장하면서 2015.4.7."
46680,전문,10,"헌법소원심판을 청구하였으나, 청구기간이 도과하였음을 이유로 각하되었다(헌재 2015.4.28."
46680,전문,11,2015헌마351).
46680,전문,12,청구인은 특가법 제5조의4 제6항을 적용한 서울고등법원 2013노1847 판결은 헌법재판소가 위헌 결정한 법률을 적용한 판결로써 취소되어야 하고 그에 따라 헌법재판소가 법원에 재심개시를 명할 것을 주장하며 2015.4.22.
46680,전문,13,"헌법소원심판을 청구하였으나, 법원의 재판을 대상으로 한 헌법소원으로서 예외적으로 헌법소원의 대상이 되는 재판에 해당하지 아니하고, 위 판결에 대한 재심은 법원에 청구하여야 하므로 헌법소원심판의 대상이 될 수 없다는 이유로 각하되었다(헌재 2015.5.12."
46680,전문,14,2015헌마417).
46680,전문,15,청구인은 2015.6.5.
46680,전문,16,다시 특가법 제5조의4 제6항이 위헌이고 해당 법률조항에 의하여 공소제기된 자에게는 그 형이 확정된 판결의 재심이 허용되어야 한다고 주장하면서 이 사건 헌법소원심판을 청구하였다.
46680,전문,17,2.판단
46680,전문,18,"헌법소원심판청구가 부적법하다고 하여 헌법재판소가 각하결정을 하였을 경우 그 결정에서 판시한 요건의 흠결을 보정할 수 있는 때에 이를 보정한 후 다시 심판청구를 하는 것은 모르되, 그러한 요건의 흠결을 보완하지 아니한 채 동일한 내용의 심판청구를 되풀이하는 것은 허용될 수 없다(헌재 1992.9.3."
46680,전문,19,92헌마197; 헌재 1993.9.15.
46680,전문,20,93헌마209 등 참조).
46680,전문,21,청구인은 이미 2015.4.7.
46680,전문,22,특가법 제5조의4 제6항의 위헌확인을 구하는 내용으로 헌법소원심판을 청구하였다가 2015.4.28.
46680,전문,23,"청구기간 도과를 이유로 각하결정을 선고받았고(2015헌마351결정), 청구기간 도과의 흠결은 보정할 수 있는 것이 아니다(헌재 2002.12.18."
46680,전문,24,2002헌마279 참조).
46680,전문,25,또한 청구인은 이미 2015.4.22.
46680,전문,26,"서울고등법원 2013노1847 판결의 취소 및 위 판결의 재심을 구하는 내용으로 헌법소원심판을 청구하였다가, 2015.5.12."
46680,전문,27,"법원의 재판을 대상으로 한 헌법소원으로서 예외적으로 헌법소원의 대상이 되는 재판에 해당하지 아니하고, 위 판결에 대한 재심은 법원에 청구하여야 하므로 헌법소원심판의 대상이 될 수 없다는 이유로 각하결정을 선고받았다(2015헌마417 결정)."
46680,전문,28,헌재 2015.5.12.
46680,전문,29,"2015헌마417 결정에서 판시한 요건의 흠결은 성질상 보정할 수 있는 것이 아니다.한편, 청구인은 특가법 일부개정법률안(의안번호 14248호)이 특가법 제5조의4 제1항을 삭제하면서 같은 조 제6항에서도 제1항에 관한 부분을 삭제하는 것을 그 내용으로 하는데, 특가법 일부개정법률안이 2015.5.29."
46680,전문,30,"의결되어 위 법률안이 발효되기 전에 헌법소원을 청구하는 것이라고 주장한다.살피건대, 국회 의안정보시스템에 의하면, 국회 본회의에서 2015.5.29."
46680,전문,31,"의결된 특가법 일부개정법률안은 의안번호 12739호로 특가법 제5조의10을 개정하는 내용이고 특가법 제5조의4 제6항과는 관련이 없으므로, 청구인의 주장은 타당하지 않으며, 헌법재판소 결정에서 판시한 요건의 흠결을 보완하여 청구한 것이라고 볼 수 없다.따라서 이 사건 심판청구는 헌법재판소가 이미 심판을 한 바 있는 동일한 사건에 대하여 또다시 심판청구를 한 것으로 헌법재판소법 제39조의 일사부재리 원칙에 위배된다."
46680,전문,32,3.결론
46680,전문,33,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
