결정례일련번호,구분,문장번호,내용
150854,전문,1,사 건 2019헌아148 기소유예처분취소(재심)청 구 인 모 ○ 애
150854,전문,2,[주 문]
150854,전문,3,이 사건 심판청구를 각하한다.[이 유]
150854,전문,4,1.사건개요
150854,전문,5,"청구인은 자신의 기소유예처분의 취소를 구하는 헌법소원심판을 청구하였다가 기각되자(2017헌마1150), 이 결정에 대한 재심을 청구하였고 2019.3.19."
150854,전문,6,"이 청구가 각하되자(2019헌아105), 2019.3.25."
150854,전문,7,위 결정들에 대한 재심 및 위 기소유예처분의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
150854,전문,8,2.판단
150854,전문,9,"헌법재판소는 이미 심판을 거친 동일한 사건에 대하여는 다시 심판할 수 없는바(헌법재판소법 제39조), 청구인은 이미 위 기소유예처분에 대한 헌법소원심판(2017헌마1150)을 청구하여 기각된 바 있으므로 위 기소유예처분에 대한 이 사건 심판청구는 헌법재판소가 이미 심판을 거친 동일한 사건에 대하여 다시 심판청구를 한 것으로서, 일사부재리원칙에 위반된다.또한 헌법재판소의 결정에 대하여 재심청구를 하기 위해서는 헌법재판소법 제40조에 의하여 준용되는 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유를 재심청구의 이유로 주장하여야 하는바(헌재 2007.2.22."
150854,전문,10,"2006헌아50 등), 청구인의 주장은 위 2017헌마1150 결정과 2019헌아105 결정이 부당하다는 취지의 것으로 민사소송법 제451조 제1항 각 호의 사유 중 헌법소원심판에 대한 재심의 성질상 허용되는 사유에 해당하지 아니한다."
150854,전문,11,3.결론
150854,전문,12,"그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여, 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
