결정례일련번호,구분,문장번호,내용
24101,전문,1,사건      2013헌마356  형사재판기록 외부유출 위헌확인
24101,전문,2,청구인      진 ○ 현
24101,전문,3,[주문]
24101,전문,4,이 사건 심판청구를 각하한다.
24101,전문,5,[이유]
24101,전문,6,1.사건의 개요
24101,전문,7,"청구인은 서울서부지방법원에서 자신의 형사재판기록을 열람하려고 하였으나 검사가 그 기록을 대출하여 갔다는 이유로 불가능하게 되자, 검사의 형사재판기록 대출 행위가 헌법에 위반된다고 주장하면서 2013.5.16."
24101,전문,8,이 사건 헌법소원심판을 청구하였다.
24101,전문,9,2.판단
24101,전문,10,"헌법재판소법 제68조 제1항 본문은 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있는바, 공권력의 행사 또는 불행사가 헌법소원을 청구하고자 하는 자의 법적 지위에 아무런 영향을 미치지 않는 경우라면 애당초 기본권침해의 가능성이나 위험성이 없으므로 그 공권력의 행사를 대상으로 헌법소원을 청구하는 것은 허용되지 아니한다(헌재 1999.6.24."
24101,전문,11,"97헌마315, 판례집 11-1, 802, 817 등)."
24101,전문,12,"살피건대, 검사의 형사재판기록 대출행위에 의하여 청구인의 위 기록에 대한 열람·등사가 지연되는 경우가 발생할 수는 있을 것이나, 이는 검사의 대출행위에 의한 단순한 사실상의 반사적 결과일 뿐이고 열람·등사권자가 자신의 형사재판기록에 대한 열람·등사권을 행사하는 것에는 아무런 지장이 없다(형사소송법 제35조 참조)."
24101,전문,13,"따라서 이 사건 행위는 청구인의 법적 지위에 어떠한 영향을 발생시킨다고 보기 어려우므로, 이 사건 심판청구는 기본권침해 가능성이 없는 것을 대상으로 한 것이어서 부적법하다."
24101,전문,14,3.결론
24101,전문,15,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 의하여 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
24101,전문,16,2013.6.11.
