결정례일련번호,구분,문장번호,내용
141719,전문,1,사 건 2017헌마1106 형법 제78조 위헌확인
141719,전문,2,청 구 인 이 ○ 상
141719,전문,3,[주 문]
141719,전문,4,이 사건 심판청구를 각하한다.[이 유]
141719,전문,5,1.사건의 개요
141719,전문,6,가.청구인의 주장
141719,전문,7,"청구인은 2009.2.9., 2016.1.19."
141719,전문,8,"두 차례나 보호자에 의해 강제로 입원당했다.청구인은 불법구금을 막지 못한 그 당시 의료진들을 직무유기로, 학창시절 자신을 성추행한 아버지 이 ○ 술을 강제추행으로 고소하였다.이에 대해 경찰은 2017.9.26."
141719,전문,9,"당시 담당 의료진에 대하여는 공무원이 아니라거나 공소시효 5년이 도과하여 공소권이 없고, 이 ○ 술에 대하여는 청구인이 성년에 달한 날로부터 기산하더라도 공소시효 7년(2007.12.21."
141719,전문,10,개정되기 전 구 형사소송법)이 도과하여 공소권이 없다고 보고 ‘각하’의견으로 검찰에 송치하였다.
141719,전문,11,"나.청구인은 공소시효 규정이 청구인의 인간의 존엄 및 행복추구권(헌법 제10조), 평등권(헌법 제11조)을 침해하였다면서 위 법률조항의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다."
141719,전문,12,2.심판대상조항
141719,전문,13,"청구인은 심판청구서에서 공소시효 규정이 자신의 기본권을 침해한다고 주장하면서도, 심판대상조항으로는 형의 시효에 관한 형법 제78조를 들고 있는바, 이는 착오로 보이므로, 이 사건 심판대상조항은 청구인의 주장 내용에 따라 형사소송법 제249조(공소시효의 기간)제1항이라 할 것이다.그 중에서도 직무유기(형법 제122조)의 법정형 상한은 징역 1년이므로 형사소송법(2007.12.21."
141719,전문,14,"법률 제8730호로 개정된 것)제249조 제1항 제5호(공소시효 5년)가 문제된다.그리고 미성년자에 대한 강제추행은 구 성폭력범죄의처벌및피해자보호등에관한법률(법률 제5343호, 1997.8.22."
141719,전문,15,"개정되기 전의 것)제7조에서 “3년 이상의 유기징역”에 처하게 되어 있으므로, 당시의 구 형사소송법(2007.12.21."
141719,전문,16,법률 제8730호로 개정되기 전의 것)제249조 제1항 제3호(공소시효 7년)가 문제된다.심판대상조항 및 관련조항의 내용은 다음과 같다.
141719,전문,17,[심판대상조항]
141719,전문,18,형사소송법(2007.12.21.
141719,전문,19,"법률 제8730호로 개정된 것)제249조(공소시효의 기간)① 공소시효는 다음 기간의 경과로 완성한다.5.장기 5년 미만의 징역 또는 금고, 장기10년 이상의 자격정지 또는 벌금에 해당하는 범죄에는 5년"
141719,전문,20,구 형사소송법(2007.12.21.
141719,전문,21,법률 제8730호로 개정되기 전의 것)제249조(공소시효의 기간)① 공소시효는 다음 기간의 경과로 완성한다.3.장기 10년 이상의 징역 또는 금고에 해당하는 범죄에는 7년
141719,전문,22,[관련조항]
141719,전문,23,형법(1953.9.18.
141719,전문,24,법률 제293호로 제정된 것)제78조(시효의 기간)시효는 형을 선고하는 재판이 확정된 후 그 집행을 받음이 없이 다음의 기간을 경과함으로 인하여 완성된다.1.사형은 30년
141719,전문,25,2.무기의 징역 또는 금고는 20년
141719,전문,26,3.10년 이상의 징역 또는 금고는 15년
141719,전문,27,4.3년 이상의 징역이나 금고 또는 10년 이상의 자격정지는 10년
141719,전문,28,5.3년 미만의 징역이나 금고 또는 5년 이상의 자격정지는 5년
141719,전문,29,"6.5년 미만의 자격정지, 벌금, 몰수 또는 추징은 3년"
141719,전문,30,7.구류 또는 과료는 1년
141719,전문,31,"제122조 (직무유기)공무원이 정당한 이유 없이 그 직무수행을 거부하거나 그 직무를 유기한 때에는 1년 이하의 징역이나 금고 또는 3년 이하의 자격정지에 처한다.구 성폭력범죄의처벌및피해자보호등에관한법률(법률 제5343호, 1997.8.22."
141719,전문,32,개정되기 전의 것)제7조 (친족관계에 의한 강간등)② 존속등 연장의 친족이 형법 제298조(강제추행)의 죄를 범한 때에는 3년 이상의 유기징역에 처한다.형사소송법 부칙(2007.12.21.
141719,전문,33,법률 제8730호)
141719,전문,34,제1조 (시행일)이 법은 공포한 날부터 시행한다.제3조 (공소시효에 관한 경과조치)이 법 시행 전에 범한 죄에 대하여는 종전의 규정을 적용한다.
141719,전문,35,3.판단
141719,전문,36,"법령에 대한 헌법소원심판은 법령의 시행과 동시에 기본권의 침해를 받은 자는 그 법령이 시행된 사실을 안 날로부터 90일 이내에, 그 법령이 시행된 날로부터 1년 이내에 청구하여야 하고, 법령이 시행된 후에 비로소 그 법령에 해당하는 사유가 발생하여 기본권의 침해를 받게 된 경우에는 그 사유가 발생하였음을 안 날로부터 90일 이내에, 그 사유가 발생한 날로부터 1년 이내에 청구하여야 한다(헌법재판소법 제69조 제1항, 헌재 1996.3.28."
141719,전문,37,93헌마198 등 참조).
141719,전문,38,"그런데 청구인이 심판대상조항에 의하여 기본권을 침해당하였다면, 그 사유는 심판대상조항에 의하여 고소사건에 대한 공소시효가 완성된 때에 발생하였다 할 것이다(헌재 2000.12.12."
141719,전문,39,"2000헌마716, 헌재 2009.12.15."
141719,전문,40,"선고 2009헌마711, 2010.5.25."
141719,전문,41,2010헌마263 등 참조).
141719,전문,42,경찰이 ‘각하’ 의견으로 검찰에 송치한 때(2017.9.26.
141719,전문,43,")를 감안하면, 경찰이 공소시효가 완성되었다고 본 직무유기는 2009.2.9."
141719,전문,44,"강제입원 당시의 것으로 볼 수 있고, 그로부터 5년이 지난 2014.2.9.에는 공소시효가 완성된다.그리고 학창시절의 강제추행은 청구인이 성년이 된 1997.12.21."
141719,전문,45,"이전일 것이므로, 성년이 된 때로부터 기산하더라도 2004.12.20.이 경과함으로써 공소시효 7년이 완성된다.이처럼 위 각 공소시효가 완성된 때로부터 1년이 지난 2017.10.1."
141719,전문,46,제기된 이 사건 심판청구는 청구기간이 경과되었음이 명백하다.
141719,전문,47,4.결론
141719,전문,48,"이 사건 심판청구는 부적법하므로, 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다."
