결정례일련번호,구분,문장번호,내용
160649,전문,1,사  건  2020헌마1173 기본권 침해 위헌확인
160649,전문,2,청 구 인  김○○○
160649,전문,3,[주  문]
160649,전문,4,이 사건 심판청구를 각하한다.[이  유]
160649,전문,5,1.사건개요
160649,전문,6,"청구인은 성폭력범죄의처벌등에관한특례법위반(특수강도강간)미수 및 강제추행으로 징역 7년형 등을 선고받고 그 판결이 확정되었다(부산지방법원 2018고합89, 부산고등법원 2018노385)."
160649,전문,7,청구인은 자신이 공소사실에 기재된 행위를 하지 않았음에도 불구하고 법원이 증거 없이 유죄판결을 선고하였다는 등의 주장을 하면서 2020.9.2.
160649,전문,8,"위 부산지방법원 2018고합89 판결, 부산고등법원 2018노385 판결의 취소를 구하는 이 사건 헌법소원심판을 청구하였다."
160649,전문,9,2.판단
160649,전문,10,"헌법재판소법 제68조 제1항 본문은 “공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다.”라고 규정하고 있으므로 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 2016.4.28."
160649,전문,11,2016헌마33 참조).
160649,전문,12,"그런데 청구인이 취소를 구하는 위 판결들은 헌법소원심판의 대상이 될 수 있는 예외적인 법원의 재판에 해당하지 아니하므로, 이 사건 심판청구는 부적법하다."
160649,전문,13,3.결론
160649,전문,14,그렇다면 이 사건 심판청구는 각하하기로 하여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
