결정례일련번호,구분,문장번호,내용
146737,전문,1,사 건 2018헌마359 공권력 행사 위헌확인
146737,전문,2,청 구 인 심 ○ 호
146737,전문,3,[주 문]
146737,전문,4,이 사건 심판청구를 각하한다.[이 유]
146737,전문,5,1.사건개요
146737,전문,6,청구인은 마약류관리에관한법률위반(향정)혐의로 기소되어 2017.5.25.
146737,전문,7,"제1심 법원에서 징역 1년 4월의 형을 선고 받았고(수원지방법원 2017고단2419), 이에 항소하였으나 기각되고(수원지방법원 2017노3920)상고도 기각되어(대법원 2017도17288)위 판결이 확정되었다.청구인은 위 형사사건 과정에 있어 2017.3.28."
146737,전문,8,수사기관이 자신을 불법체포하고 협박을 하여 허위자백을 하게 만들었다고 주장하며 2018.4.5.
146737,전문,9,위와 같은 위법수사 행위의 취소를 구하는 이 사건 헌법소원심판을 청구하였다.
146737,전문,10,2.판 단
146737,전문,11,"헌법재판소법 제69조 제1항에 의하면 헌법재판소법 제68조 제1항의 규정에 의한 헌법소원의 심판은 그 사유가 있음을 안 날로부터 90일 이내에, 그 사유가 있은 날로부터 1년 이내에 청구하여야 한다.청구인은 자신에 대한 형사사건의 수사과정에서 수사기관이 위법행위를 하였다고 주장하지만, 그러한 행위가 있었다고 하더라도 청구인은 위 행위들이 있은 때로부터 90일 및 1년이 경과한 2018.4.5.에야 이 사건 헌법소원심판을 청구하였으므로, 이 사건 심판청구는 청구기간을 도과하여 부적법하다(헌재 2017.1.11."
146737,전문,12,2016헌마1121 등 참조).
146737,전문,13,3.결 론
146737,전문,14,그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
