결정례일련번호,구분,문장번호,내용
146134,전문,1,사 건 98헌마97 미결구금일수불산입 위헌확인
146134,전문,2,청 구 인 백 ○ 기
146134,전문,3,[주 문]
146134,전문,4,이 사건 심판청구를 각하한다.[이 유]
146134,전문,5,1.이 사건 심판청구의 이유요지
146134,전문,6,청구인은 1997.7.16.
146134,전문,7,상습도박죄로 구속되어 서울지방법원에서 1997.9.11.
146134,전문,8,징역 1년에 처한다는 판결(97고단5990)을 선고받은 뒤 이 판결에 불복하여 항소하였다가 서울지방법원에서 1997.12.5.
146134,전문,9,"항소기각판결(97노7824)을 선고받고 다시 대법원에 상고하였는데, 대법원은 1998.2.24."
146134,전문,10,청구인의 상고를 기각하면서 상고제기후의 구금일수 81일 중 60일만을 위 징역형에 산입한다는 판결(98도89)을 선고하였다.이에 청구인은 상고 제기후의 구금일수 전부를 본형에 산입하지 아니한 대법원의 위 판결이 청구인에게 보장된 헌법상 기본권을 침해한다고 주장하면서 그 시정을 구하기 위하여 이 사건 헌법소원심판을 청구한다는 것이다.
146134,전문,11,2.판 단
146134,전문,12,"헌법재판소법 제68조 제1항 본문에 의하면 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원 심판청구는 허용되지 아니한다.따라서 이 사건 헌법소원 심판청구는 법원의 재판을 대상으로 한 것으로서 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 재판관 전원의 일치된 의견으로 이를 각하하기로 하여 주문과 같이 결정한다."
