결정례일련번호,구분,문장번호,내용
44112,전문,1,사 건 2014헌마265 기소유예처분취소
44112,전문,2,청 구 인 김 ○ 민
44112,전문,3,피 청 구 인 대구지방검찰청 서부지청 검사
44112,전문,4,[주 문]
44112,전문,5,이 사건 심판청구를 각하한다.[이 유]
44112,전문,6,1.사건의 개요
44112,전문,7,"청구인은 계좌와 체크카드를 임대해주면 돈을 준다는 광고를 보고 2013.7.19.경 청구인 명의로 새마을금고 통장과 체크카드를 개설하여 성명 불상자에게 양도하여 전자금융거래법을 위반하였다는 혐의로 입건되어, 2013.9.27."
44112,전문,8,"대구지방검찰청 서부지청 검사로부터 기소유예처분을 받았다(대구지방검찰청 서부지청 2013형제24014호, 다음부터 ‘이 사건 처분’이라 한다)."
44112,전문,9,이에 청구인은 이 사건 처분의 취소를 구하는 헌법소원을 제기하기 위해 2014.2.10.
44112,전문,10,국선대리인선임신청(2014헌사242)을 하였으나 2014.3.17.
44112,전문,11,"기각되자, 2014.3.26."
44112,전문,12,다시 이 사건 처분의 취소를 구하는 취지의 헌법소원심판을 청구하였다.
44112,전문,13,2.판단
44112,전문,14,"헌법재판소법 제68조 제1항에 따른 헌법소원심판 청구는 그 사유가 있음을 안 날부터 90일 이내에, 그 사유가 있은 날부터 1년 이내에 청구하여야 한다(헌법재판소법 제69조 제1항 본문)."
44112,전문,15,"그런데 2014헌사242 국선대리인선임신청사건 기록을 보면, 청구인은 이 사건 처분을 2013.9.27.경에 알게 되었고, 그로부터 90일 경과하였음이 역수상 명백한 2014.2.10."
44112,전문,16,"국선대리인선임신청을 하였으며, 그 이후 2014.3.26."
44112,전문,17,이 사건 헌법소원심판을 청구하여 청구기간을 준수하지 못하였다.
44112,전문,18,3.결론
44112,전문,19,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제2호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
