결정례일련번호,구분,문장번호,내용
146555,전문,1,사○ 건 2018헌마212 형법 제307조 위헌확인
146555,전문,2,청 구 인 김 ○ 철
146555,전문,3,[주 문]
146555,전문,4,이 사건 심판청구를 각하한다.[이 유]
146555,전문,5,1.사건개요
146555,전문,6,청구인은 명예훼손죄를 규정하고 있는 형법 제307조가 헌법에 위반된다고 주장하면서 2018.2.26.
146555,전문,7,이 사건 헌법소원심판을 청구하였다.
146555,전문,8,2.판단
146555,전문,9,"가.헌법소원제도는 공권력작용으로 인하여 헌법상의 권리를 침해받은 자가 그 권리를 구제받기 위하여 심판을 구하는 이른바 주관적 권리구제절차라는 점을 본질적 요소로 하고 있는 것으로서, 청구인의 구체적인 기본권 침해와 무관하게 법률 등 공권력이 헌법에 합치하는지 여부를 추상적으로 심판하고 통제하는 절차가 아니다.그러므로 법률 등 공권력에 대한 헌법소원심판청구가 적법하기 위해서는 청구인에게 당해 공권력에 해당되는 사유가 발생함으로써 그 공권력이 청구인 자신의 기본권을 직접 현실적으로 침해하였거나 침해가 확실히 예상되는 경우에 한정된다고 할 것이다(헌재 1994.6.30."
146555,전문,10,91헌마162 참조).
146555,전문,11,"나.청구인은 이 사건 법률조항에 의해 자신의 기본권이 침해된 것은 아니나 그것이 독소조항으로서 위헌이라는 주장만을 할 뿐, 헌법재판소의 보정명령에도 불구하고 이 사건 법률조항에 의하여 청구인 자신의 기본권이 현실적으로 침해되었다거나 또는 침해될 가능성이 있다는 것을 인정할 만한 구체적 사정을 주장하지 아니하고 있다.따라서 이 사건 심판청구는 기본권침해 가능성 또는 자기관련성을 갖추지 못하여 부적법하다."
146555,전문,12,3.결론
146555,전문,13,그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
