결정례일련번호,구분,문장번호,내용
53951,전문,1,사○ 2017헌마57 재판취소 등
53951,전문,2,청 구 인 권 ○ 현
53951,전문,3,[주 문]
53951,전문,4,이 사건 심판청구를 각하한다.[이 유]
53951,전문,5,1.사건개요
53951,전문,6,가.청구인은 2013.11.15.
53951,전문,7,"특정범죄가중처벌등에관한법률위반(절도)죄와 무고죄로 징역 5년을 선고받아 그 형이 확정되었는데(서울고등법원 2013노1847), 이후 헌법재판소가 2015.11.26."
53951,전문,8,특정범죄가중처벌등에관한법률 제5조의 4 제6항에 대하여 위헌결정을 함에 따라 2016.4.4.
53951,전문,9,청구인에 대하여 재심이 개시되었다.
53951,전문,10,"나.청구인에 대한 재심사건(서울고등법원 2016재노49)에서 검사는 공소사실 중 특정범죄가중처벌등에관한법률위반(절도)의 죄명을 상습절도로, 적용법조를 형법 제332조로 변경신청하였고, 법원이 이를 허가함으로써 심판대상이 변경되었다.위 재심사건에서 서울고등법원은 2016.1.6."
53951,전문,11,청구인에 대하여 징역 5년을 선고하였다.청구인은 이에 상고하여 현재 대법원에 소송계속 중이다(대법원 2016도9032)
53951,전문,12,"다.청구인은 위 재심사건(서울고등법원 2016재노49)에서 법원이 위헌결정된 종전 적용법조를 적용하였을 때와 동일한 양형을 한 것은 부당하다는 취지로 주장하면서, 2017.1.19."
53951,전문,13,이 사건 헌법소원심판을 청구하였다.
53951,전문,14,2.판 단
53951,전문,15,"헌법재판소법 제68조 제1항 본문에 의하면 공권력의 행사 또는 불행사로 인하여 헌법상 보장된 기본권을 침해받은 자는 법원의 재판을 제외하고는 헌법재판소에 헌법소원심판을 청구할 수 있다고 규정하고 있으므로, 원칙적으로 법원의 재판을 대상으로 하는 헌법소원심판청구는 허용되지 아니하고, 다만 헌법재판소가 위헌으로 결정한 법령을 적용함으로써 국민의 기본권을 침해한 재판에 대하여만 헌법재판소법 제68조 제1항에 의한 헌법소원심판을 청구할 수 있다(헌재 1997.12.24."
53951,전문,16,96헌마172등 참조).
53951,전문,17,"그런데 이 사건 심판청구는 서울고등법원 2016재노49 판결의 양형이 부당함을 주장하는 것으로서 법원의 재판을 심판대상으로 하고 있는바, 위 판결이 헌법소원심판의 대상이 되는 예외적인 재판에 해당되지 아니하므로, 위 판결의 취소를 구하는 취지의 이 사건 심판청구는 허용될 수 없는 것이어서 부적법하다."
53951,전문,18,3.결 론
53951,전문,19,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제1호 후단에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
