결정례일련번호,구분,문장번호,내용
54875,전문,1,사 건 2017헌마474 개방형 교도소 수용 차별 위헌확인
54875,전문,2,청 구 인 진 ○ 현
54875,전문,3,[주 문]
54875,전문,4,이 사건 심판청구를 각하한다.[이 유]
54875,전문,5,1.사건개요
54875,전문,6,청구인은 ○○교도소에서 수용 중이다.청구인은 2017.4.15.
54875,전문,7,"및 같은 달 16.경 교도소 교화방송을 통해 천안개방교도소에 대해 알게 된 후, 법률의 미비 또는 위헌성으로 인하여 자신이 천안개방교도소에 수용되지 않음으로써 평등권 등을 침해받고 있다는 취지로 주장하면서, 2017.4.27."
54875,전문,8,헌법재판소법 제68조 제1항에 의한 이 사건 헌법소원심판을 청구하였다.
54875,전문,9,2.심판대상
54875,전문,10,"청구인의 개방교도소 수용 여부와 밀접한 관련이 있는 법률조항은 수형자의 처우와 개방시설의 수용에 관하여 규정하고 있는 ‘형의 집행 및 수용자의 처우에 관한 법률’ 제57조 제1항, 제2항, 제3항이다."
54875,전문,11,따라서 이 사건 심판대상은 ‘형의 집행 및 수용자의 처우에 관한 법률’(2007.12.21.
54875,전문,12,"법률 제8728호로 전부개정된 것)제57조 제1항, 제2항, 제3항이 청구인의 기본권을 침해하여 위헌인지 여부이고, 심판대상조항의 내용은 다음과 같다."
54875,전문,13,[심판대상조항]
54875,전문,14,형의 집행 및 수용자의 처우에 관한 법률(2007.12.21.
54875,전문,15,"법률 제8728호로 전부개정된 것)제57조(처우)① 수형자는 제59조의 분류심사의 결과에 따라 그에 적합한 교정시설에 수용되며, 개별처우계획에 따라 그 특성에 알맞은 처우를 받는다.② 교정시설은 도주방지 등을 위한 수용설비 및 계호의 정도(이하 “경비등급”이라 한다)에 따라 다음 각 호로 구분한다.다만, 동일한 교정시설이라도 구획을 정하여 경비등급을 달리할 수 있다.1.개방시설 : 도주방지를 위한 통상적인 설비의 전부 또는 일부를 갖추지 아니하고 수형자의 자율적 활동이 가능하도록 통상적인 관리ㆍ감시의 전부 또는 일부를 하지 아니하는 교정시설"
54875,전문,16,2.완화경비시설 : 도주방지를 위한 통상적인 설비 및 수형자에 대한 관리ㆍ감시를 일반경비시설보다 완화한 교정시설
54875,전문,17,3.일반경비시설 : 도주방지를 위한 통상적인 설비를 갖추고 수형자에 대하여 통상적인 관리ㆍ감시를 하는 교정시설
54875,전문,18,4.중(重)경비시설 : 도주방지 및 수형자 상호 간의 접촉을 차단하는 설비를 강화하고 수형자에 대한 관리ㆍ감시를 엄중히 하는 교정시설
54875,전문,19,"③ 수형자에 대한 처우는 교화 또는 건전한 사회복귀를 위하여 교정성적에 따라 상향 조정될 수 있으며, 특히 그 성적이 우수한 수형자는 개방시설에 수용되어 사회생활에 필요한 적정한 처우를 받을 수 있다."
54875,전문,20,3.판단
54875,전문,21,"법률조항 자체가 헌법소원의 대상이 될 수 있으려면 그 법률조항에 의하여 구체적인 집행행위를 기다리지 아니하고 직접, 현재, 자기의 기본권을 침해받아야 하는 것을 요건으로 하고, 여기서 말하는 기본권 침해의 직접성이란 집행행위에 의하지 아니하고 법률조항 그 자체에 의하여 자유의 제한, 의무의 부과, 권리 또는 법적 지위의 박탈이 생긴 경우를 뜻하므로, 구체적인 집행행위를 통하여 비로소 당해 법률조항에 의한 기본권 침해의 법률효과가 발생하는 경우에는 직접성이 인정되지 아니한다(헌재 1992.11.12."
54875,전문,22,91헌마192 등 참조).
54875,전문,23,"‘형의 집행 및 수용자의 처우에 관한 법률’ 제57조는 수형자를 분류심사의 결과에 따라 그에 적합한 교정시설에 수용하여 개별처우계획에 따라 그 특성에 알맞은 처우를 받도록 하고(제1항), 교정시설을 경비등급에 따라 개방시설ㆍ완화경비시설ㆍ일반경비시설ㆍ중경비시설로 구분하며(제2항), 수형자에 대한 처우는 교화 또는 건전한 사회복귀를 위하여 교정성적에 따라 상향 조정될 수 있으며 특히 그 성적이 우수한 수형자는 개방시설에 수용되어 사회생활에 필요한 적정한 처우를 받을 수 있다고 규정함으로써(제3항), 교도소장의 수형자에 대한 분류심사 결과, 교정성적 평가를 처우와 개방시설 수용의 기준으로 명시하고, 그에 따른 개방시설 수용이라는 집행행위를 예정하고 있다.따라서 청구인이 위헌 취지로 주장하는 천안개방교도소 미수용에 관한 사유는 ○○교도소장의 구체적인 집행행위에 의해 비로소 발생하는 것이지, ‘형의 집행 및 수용자의 처우에 관한 법률’ 제57조 제1항, 제2항, 제3항 자체로 인하여 직접 청구인의 기본권에 제한이 발생한 것은 아니므로, 이 사건 심판청구는 직접성이 인정되지 아니한다."
54875,전문,24,4.결론
54875,전문,25,그렇다면 이 사건 심판청구는 모두 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
