결정례일련번호,구분,문장번호,내용
147395,전문,1,사 건 2018헌마546 형사소송법 제266조의3 제1항 위헌확인 등
147395,전문,2,청 구 인 이 ○ 호
147395,전문,3,대리인 변호사 이○
147395,전문,4,[주 문]
147395,전문,5,이 사건 심판청구를 각하한다.[이 유]
147395,전문,6,1.사건개요
147395,전문,7,가.청구인은 2018.2.2.
147395,전문,8,"‘마약류관리에관한법률위반(향정)’으로 공소제기 되었는데, 공소제기 후인 2018.3.5.경 제주지방검찰청 민원실을 방문하여 위 형사 사건에 관한 서류 등(이하 ‘수사기록’이라 한다)의 등사를 신청하였다.그러나 형사소송법 제266조의3 제1항 단서에 의하면 피고인에게 변호인이 있는 경우 피고인은 그 열람 신청만 할 수 있는바, 제주지방검찰청 민원실 담당 공무원은 청구인에게 위 사건에 대한 변호인이 있음을 이유로 청구인의 등사 신청을 반려하였다(이하 ‘이 사건 반려행위’라 한다)."
147395,전문,9,"나.이에 청구인은 변호인이 있는 피고인에게 수사기록 등사를 허용하지 않는 형사소송법 제266조의3 제1항 단서, 그리고 피청구인 제주지방검찰청 공무원의 이 사건 반려행위가 청구인의 평등권, 신속하고 공정한 재판을 받을 권리 등 청구인의 기본권을 침해한다고 주장하면서 2018.5.29."
147395,전문,10,이 사건 헌법소원심판을 청구하였다.
147395,전문,11,2.심판대상
147395,전문,12,"이 사건 심판대상은, 형사소송법(2007.6.1."
147395,전문,13,법률 제8496호로 개정된 것)제266조의3 제1항 단서(이하 ‘심판대상조항’이라 한다)및 제주지방검찰청 민원실 담당 공무원의 이 사건 반려행위가 청구인의 기본권을 침해하는지 여부이다.심판대상조항은 아래(밑줄 친 부분)와 같다.
147395,전문,14,[심판대상조항]
147395,전문,15,형사소송법(2007.6.1.
147395,전문,16,"법률 제8496호로 개정된 것)제266조의3(공소제기 후 검사가 보관하고 있는 서류 등의 열람ㆍ등사) ①피고인 또는 변호인은 검사에게 공소제기된 사건에 관한 서류 또는 물건(이하 ""서류등""이라 한다)의 목록과 공소사실의 인정 또는 양형에 영향을 미칠 수 있는 다음 서류등의 열람ㆍ등사 또는 서면의 교부를 신청할 수 있다.다만, 피고인에게 변호인이 있는 경우에는 피고인은 열람만을 신청할 수 있다.1.검사가 증거로 신청할 서류등"
147395,전문,17,2.검사가 증인으로 신청할 사람의 성명ㆍ사건과의 관계 등을 기재한 서면 또는 그 사람이 공판기일 전에 행한 진술을 기재한 서류등
147395,전문,18,3.제1호 또는 제2호의 서면 또는 서류등의 증명력과 관련된 서류등
147395,전문,19,"4.피고인 또는 변호인이 행한 법률상ㆍ사실상 주장과 관련된 서류등(관련 형사재판확정기록, 불기소처분기록 등을 포함한다)"
147395,전문,20,3.판단
147395,전문,21,가.이 사건 반려행위에 대한 청구
147395,전문,22,"헌법재판소법 제68조 제1항 본문에 따르면 헌법소원심판은 ‘공권력의 행사 또는 불행사’에 대해서만 청구할 수 있다.피고인에게 변호인이 있는 경우, 형사소송법 제266조의3 제1항 단서에 따라 피고인은 수사기록의 열람 신청만 할 수 있고 등사는 허용되지 않는바, 이 사건 반려행위는 제주지방검찰청 민원실 담당 공무원이 ‘변호인이 있는 피고인’에 해당하는 청구인에게 위 법률조항에 의하여 등사신청권이 없다는 점을 알려주고 수사기록의 등사는 변호인이 신청할 수 있음을 단순히 안내한 것에 불과하다.따라서 이는 헌법소원심판의 대상이 되는 공권력의 행사로 볼 수 없다."
147395,전문,23,나.심판대상조항에 대한 청구
147395,전문,24,"위와 같이 청구인의 수사기록 등사 신청이 반려된 이후, 그의 변호인이 수사기록을 이미 등사하였다.또한, 위 형사 사건은 2018.4.6."
147395,전문,25,판결이 선고되고 검사와 피고인이 모두 상소하지 않아 그 무렵 종결되었다(제주지방법원 2018.4.6.
147395,전문,26,선고 2018고단230 판결).
147395,전문,27,그리하여 청구인은 다시 위 형사 사건에 대한 수사기록 등사 신청을 할 여지가 없게 되었다.따라서 그 이후에 제기된 심판대상조항에 대한 청구 부분은 권리보호이익이 인정되지 않는다.
147395,전문,28,4.결론
147395,전문,29,그렇다면 이 사건 심판청구는 부적법하므로 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
