결정례일련번호,구분,문장번호,내용
3414,전문,1,헌   법   재   판   소
3414,전문,2,결         정
3414,전문,3,사      건      2006헌마598    기소유예처분취소
3414,전문,4,청  구  인      최 ○ 식
3414,전문,5,국선대리인   변호사  황   병   일
3414,전문,6,피청구
3414,전문,7,인      춘천지방검찰청 검사
3414,전문,8,주           문
3414,전문,9,청구인의 심판청구를 기각한다.이           유
3414,전문,10,피청구인은
3414,전문,11,2005.10.31.
3414,전문,12,춘천지방검찰청 2005 형제12169호 도로교통법위반
3414,전문,13,"사건에서 청구인에 대하여 혐의사실을 인정하고 정상을 참작하여 기소유예처분을 하였는바, 이는 헌법상 보장된 평등권을 침해한 것이라고 청구인은 주장한다.그러나 이 사건 기록을 살펴보면 피청구인의 위 기소유예처분에 헌법재판소가 관여할 소론과 같은 헌법위반이 있어 청구인의 기본권이 침해되었다고 볼 수 없다.그렇다면, 청구인의 이 사건 심판청구는 이유 없으므로 이를 기각하기로 하여 관여재판관 전원의 일치된 의견으로 주문과 같이 결정한다.2006.7.27."
3414,전문,14,재 판 장       재 판 관       윤   영   철 ____________________________
3414,전문,15,재 판 관       김   효   종 ____________________________
3414,전문,16,재 판 관       김   경   일 ____________________________
3414,전문,17,재 판 관       송   인   준 ____________________________
3414,전문,18,재 판 관       주   선   회 ____________________________
3414,전문,19,재 판 관       전   효   숙 ____________________________
3414,전문,20,재 판 관       이   공   현 ____________________________
3414,전문,21,주 심 재 판 관       조   대   현 ____________________________
