결정례일련번호,구분,문장번호,내용
35822,전문,1,사          건          2014헌마262    형사소송법 제59조의2 등 위헌확인
35822,전문,2,청    구    인          이 ○ 제
35822,전문,3,결    정    일          2014.4.8.
35822,전문,4,[주 문]
35822,전문,5,이 사건 심판청구를 각하한다.
35822,전문,6,[이 유]
35822,전문,7,1.사건의 개요
35822,전문,8,청구인은 창원지방검찰청 2009년 형제29058호 사건과 관련하여 검찰청에 기록의 등사 신청을 하였으나 2014.3.19.
35822,전문,9,"이를 거부당하였다고 주장하며, 2014.3.25."
35822,전문,10,"검사로 하여금 재판이 확정된 사건의 소송기록 열람 또는 등사를 제한할 수 있도록 규정한 형사소송법 제59조의2 및 열람ㆍ등사의 기준 등을 규정하고 있는 ‘사건기록 열람ㆍ등사에 관한 업무처리지침’ 제2조 제7호, 제5조의 위헌확인을 구하는 이 사건 헌법소원심판을 청구하였다."
35822,전문,11,2.판단
35822,전문,12,"법령 또는 법령조항 자체가 헌법소원의 대상이 될 수 있으려면 구체적 집행행위를 기다리지 아니하고 법률 또는 법률조항 그 자체에 의하여 자유의 제한, 의무의 부과, 권리 또는 법적 지위의 박탈이 생기는 경우여야 한다(헌재 1992.11.12."
35822,전문,13,91헌마192 등 참조).
35822,전문,14,"살피건대, 형사소송법 제59조의2는 재판이 확정된 소송기록의 열람ㆍ등사를 제한할 수 있는 근거 및 사유 등을, ‘사건기록 열람ㆍ등사에 관한 업무처리지침’ 제2조 제7호, 제5조는 소송기록의 열람ㆍ등사 기준, 허용범위를 규정하고 있는 것으로서, 청구인이 주장하는 바와 같은 기본권침해는 기록의 등사 신청에 대한 검사의 허가, 불허가 처분에 의하여 비로소 현실적으로 나타나는 것이다.따라서 위 조항들 자체에 의하여 직접 청구인의 기본권이 침해된다고 볼 수 없다."
35822,전문,15,3.결론
35822,전문,16,그렇다면 이 사건 심판청구는 부적법하므로 헌법재판소법 제72조 제3항 제4호에 따라 이를 각하하기로 하여 관여 재판관 전원의 일치된 의견으로 주문과 같이 결정한다.
