결정례일련번호,구분,문장번호,내용
38375,전문,1,사           건          2014헌마451    교도소내 부당처우행위 위헌확인
38375,전문,2,청    구    인          정 ○ 현
38375,전문,3,결    정    일          2014.7.7.
38375,전문,4,[주           문]
38375,전문,5,이 사건 심판청구를 각하한다.[이           유]
38375,전문,6,1.사건의 개요
38375,전문,7,"청구인은 대전교도소에 수용 중인 사람으로, 오른쪽 안구에 생긴 검은 막으로 시야에 장애가 생겨 2014.4.경 대전교도소 측에 진료를 요구하였음에도, 대전교도소장이 의료과장의 면담만 받게 하였을 뿐, 적당한 치료조치를 취하지 않고 방치한 부작위가 위헌이라고 주장하면서 2014.6.10."
38375,전문,8,이 사건 헌법소원심판을 청구하였다.
38375,전문,9,2.판단
38375,전문,10,헌법소원심판은 다른 법률에 구제절차가 있는 경우에는 그 절차를 모두 거친 후가 아니면 청구할 수 없다(헌법재판소법 제68조 제1항 단서).
38375,전문,11,"‘형의 집행 및 수용자의 처우에 관한 법률’에 의하면, 교도소장은 수용자가 건강한 생활을 하는 데에 필요한 위생 및 의료상의 적절한 조치를 하여야 하고(제30조), 적절한 치료를 위하여 필요하다고 인정하는 때에는 수용자를 외부의료시설에서 진료받게 할 수 있으며(제37조 제1항), 수용자가 자신의 비용으로 외부의료시설에서 근무하는 의사에게 치료받기를 원하면 이를 허가할 수 있다(제38조)."
38375,전문,12,"위 법령에 비추어 보면, 청구인에게는 교정시설의 장에게 외부의료시설의 진료를 요구할 법률상 및 조리상의 신청권이 인정된다 할 것이고 이를 거부 또는 방치한 교정시설의 장의 행위는 행정심판 및 행정소송의 대상이 된다(헌재 2009.6.9."
38375,전문,13,2009헌마273; 헌재 2005.11.29.
38375,전문,14,2005헌마1128 등 참조).
38375,전문,15,그런데 청구인은 이러한 행정심판 및 행정소송을 제기함이 없이 곧바로 이 사건 헌법소원심판을 청구하였으므로 이 사건 심판청구는 보충성 요건을 흠결하여 부적법하다.
38375,전문,16,3.결론
38375,전문,17,헌법재판소법 제72조 제3항 제1호 전문에 따라 이 사건 심판청구를 각하한다.
